adminCode,adminCode2,Dong,salary_20,salary_30,salary_40,salary_50,salary_60above,salary_male,salary_female,salary_avg,salary_weight1_under2000,salary_weight2_under3000,salary_weight3_under4000,salary_weight4_under5000,salary_weight5_above5000,business_건설업,"business_공공행정,국방및사회보장행정",business_교육서비스업,business_금융및보험업,business_도매및소매,business_방송통신및정보서비스업,business_보건및사회복지서비스업,business_부동산및임대업,business_사업시설관리및사업지원서비스업,business_숙박및음식점업,"business_예술,스포츠및여가관련서비스업",business_운수업,"business_전문,과학및기술서비스업",business_제조업,"business_하수처리,폐기물재활용및환경복원","business_협회및단체,수리및기타개인서비스업",business_total,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_10,sales_20,sales_30,sales_40,sales_50,sales_60above,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_광업,workers_교육 서비스업,workers_금융 및 보험업,"workers_농업, 임업 및 어업",workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전기, 가스, 증기 및 수도사업","workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_하수 처리, 폐기물 재활용 및 환경 복원","workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_total,popLiv_male0,popLiv_male10,popLiv_male20,popLiv_male30,popLiv_male40,popLiv_male50,popLiv_male60,popLiv_male70above,popLiv_male,popLiv_female0,popLiv_female10,popLiv_female20,popLiv_female30,popLiv_female40,popLiv_female50,popLiv_female60,popLiv_female70above,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_0,popReg_10,popReg_20,popReg_30,popReg_40,popReg_50,popReg_60,popReg_70,popReg_80above,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11440680,1114068,합정동,2449,3338,4015,4142,3419,3919,3229,3586,10,24,33,19,14,65,0,28,17,396,181,16,40,16,383,22,19,132,44,0,116,1475,4590201552,2647076583,262696081,700646353,898807476,275387296,2005713722,68268432259,66497579539,43767497856,33787923851,18308749282,2.33E+11,27230,343406,479069,470906,1320611,31,864,20,0,329,1015,0,1644,1769,458,120,396,1148,101,583,0,728,472,42,384,10073,22250,507,453,2059,2572,1933,1300,776,607,10210,482,611,1932,2808,1720,1353,966,1032,10908,18646,21620,25115,23617,16955,706,795,3201,3670,2539,2276,1939,1147,686,16612,343,7730,9030,666,1070,1736,2120,1466,654,73,424,631,642,271,79,1433,601,40,40,6,6452
11440690,1114069,망원1동,2407,3412,4327,4363,3360,4090,3405,3763,10,21,31,19,19,13,0,21,0,314,13,34,40,10,209,19,5,16,31,0,120,845,3035843234,1877224973,149627119,427346756,1520061284,224768926,1493345734,39005413268,48462671075,48320991625,38159118287,31561615241,2.07E+11,3443,67662,71462,39530,182097,31,323,89,0,142,60,0,846,237,320,96,943,657,88,107,0,113,136,0,311,4468,19266,454,546,1432,2048,1598,1122,717,685,8606,425,658,1504,2222,1766,1349,923,1367,10218,21532,17882,17314,20336,19684,857,1133,3202,3716,3070,2939,2446,1498,824,19363,321,9123,10373,920,1492,2412,1728,1226,502,49,244,448,546,351,90,1538,137,14,34,5,5722
11440700,1114070,망원2동,2525,3344,4294,4433,3494,4007,3333,3669,10,22,33,18,16,37,0,61,0,315,14,20,30,0,180,19,9,22,48,0,121,876,1526370095,1751364924,592128100,420393333,710542452,264975348,869604352,18358158290,29187133302,39819106291,30020947429,23750199969,1.42E+11,3766,56015,47765,32369,139915,26,275,16,0,416,36,0,799,165,232,99,181,421,71,578,0,210,189,0,206,3894,15840,526,603,1027,1269,1433,1108,678,635,7285,383,596,1147,1581,1423,1252,884,1170,8441,17399,15146,14386,16430,18378,915,1467,2711,2866,3026,2885,2287,1453,773,18187,191,8581,9788,421,2629,3050,1368,881,487,38,208,374,452,238,58,1152,157,8,45,6,5337
11440710,1114071,연남동,2367,3292,4213,4293,3339,4011,3266,3651,11,22,32,20,15,22,0,10,0,266,51,7,11,22,289,0,0,56,21,0,76,831,4766796657,1304175799,231538062,332884229,277485339,213849508,1625301265,62935163194,46456777037,29571593120,19555392932,9754480926,1.70E+11,6369,56379,79762,69947,212457,20,719,46,0,348,8,0,1063,374,151,105,459,830,47,109,0,342,208,0,189,4998,17775,421,606,1689,1846,1462,869,565,533,7995,317,636,2045,2050,1420,1003,714,859,9048,18119,16529,17782,18668,15481,522,757,3413,3190,2250,2001,1720,970,662,14504,977,6928,7693,1174,881,2055,1406,910,496,58,364,427,337,163,57,1066,283,23,32,2,4130
11440720,1114072,성산1동,2387,3543,4684,4944,3740,4590,3546,4104,8,20,26,21,26,122,0,32,0,330,99,6,26,17,148,21,23,74,58,0,97,1053,1403064969,1854290052,95245399,356913722,446044996,336158506,1033322276,14570405225,24915439440,33053217596,23062946144,16083011778,1.13E+11,5083,81155,88515,53439,228192,26,992,132,9,613,42,0,1460,863,195,93,2804,561,76,359,0,643,323,78,369,9612,21709,689,848,1467,1884,2078,1459,794,702,9925,589,881,1827,2293,2155,1451,1005,1354,11559,22900,22468,20581,20886,19003,750,1342,3179,3292,3159,2929,2307,1324,726,18656,347,8798,9956,761,654,1415,1522,1106,416,23,217,516,488,203,75,974,452,46,45,5,6327
11440730,1114073,성산2동,2453,3773,5006,5193,4002,4906,3800,4396,8,16,25,19,32,13,0,81,0,511,13,26,48,6,171,9,0,26,26,0,144,1074,1998811003,2797446125,86448057,440480511,962260324,758340057,1849944099,20959169627,39260637822,63187271325,48080781976,33203388152,2.07E+11,14926,335111,340018,193056,883111,39,123,1595,0,934,51,0,1600,219,797,476,527,659,394,346,0,193,101,21,783,8819,35647,1197,1664,2100,2713,2970,2343,1535,1407,15933,1204,1537,2978,3527,3288,2769,1806,2440,19553,37874,35996,33241,35478,39416,1970,3126,6843,6704,5854,6012,4452,2850,1613,39094,322,17573,21742,462,9927,10389,1814,1165,649,35,195,526,661,327,70,1422,282,25,68,17,11346
11440740,1114074,상암동,2641,4018,5702,6143,5006,5952,4273,5198,4,12,16,19,48,9,5,63,14,279,318,59,81,15,508,20,12,108,17,0,86,1594,5751031809,3260750264,511916455,956360934,1684158651,905925332,2043326094,54015456691,90139802707,98228289054,44385784545,21927313925,3.11E+11,22907,499502,499609,451686,1473704,90,402,266,0,1180,719,0,2733,16077,536,720,287,2228,211,1774,88,3379,259,80,477,31416,47234,1715,2212,3113,4552,5544,3665,1708,1210,23724,1472,2162,4007,4665,4255,2822,1784,1882,23053,37401,50526,58251,42757,30679,2047,3965,4293,3704,5559,4949,3315,1793,1060,29974,705,14299,15994,347,8966,9313,2242,1500,742,68,451,744,680,246,53,1325,758,88,54,17,11370
11470510,1115051,목1동,2547,3474,4606,4889,4002,4524,3548,4053,8,19,28,20,24,40,0,214,52,976,142,90,85,46,512,76,27,129,8,5,194,2596,7947629119,4163729501,406081092,1889031853,3087792502,2135571691,8194026697,78775111747,97859558865,1.51E+11,96179867081,44357495909,4.76E+11,27345,519801,630631,564247,1742024,25,1008,531,0,1720,1278,0,4110,3919,945,550,777,3069,520,912,0,691,52,44,874,21000,42466,1821,3640,2131,2458,3894,2907,1580,1233,19669,1814,3436,4748,2972,4702,3284,2028,2022,25008,33691,41177,49850,45146,30432,2480,5080,3062,2855,6522,5059,3221,1492,664,30285,147,14655,15808,132,7368,7500,2961,1814,1147,69,522,1034,932,347,57,2000,837,67,49,8,11622
11470520,1115052,목2동,2513,3495,4396,4716,3833,4381,3432,3921,9,20,29,20,21,24,0,49,0,180,0,28,35,5,149,34,0,17,22,0,106,649,1385122001,1702259134,407901988,807160728,689991804,489481176,1198707247,16389869202,27197790215,35565752047,30145052993,18640612616,1.29E+11,18443,411339,256187,135735,821704,15,424,17,0,347,57,0,746,126,439,139,95,428,180,60,0,109,95,0,363,3625,23518,736,1174,1560,2081,1719,1553,1112,927,10867,803,999,1718,2207,1931,1928,1457,1546,12593,28079,23074,18999,23918,29430,1409,2290,4444,5283,4414,4753,4131,1839,868,29213,217,14289,15210,586,2889,3475,1158,724,434,25,138,296,440,226,33,987,109,9,50,3,8720
11470530,1115053,목3동,2432,3443,4735,5026,3790,4760,3644,4236,8,18,26,20,29,5,0,52,0,290,8,59,22,0,185,34,5,14,23,0,172,869,1512532656,2616575533,189287180,601950209,1748353777,301966038,1634373227,21791993360,33964570652,41158812696,45045811552,36682152771,1.80E+11,14084,268941,206761,110027,599813,9,141,61,0,283,90,0,928,46,426,53,442,480,108,51,0,163,158,11,400,3841,18159,700,870,1154,1415,1308,1208,853,699,8210,615,607,1150,1768,1544,1519,1293,1330,9829,18922,17505,16660,19551,21587,1107,1387,3138,3938,3093,3435,3232,1516,745,21446,141,10318,11318,555,2243,2798,1213,703,510,29,160,320,463,200,41,1082,78,15,34,4,6413
11470540,1115054,목4동,2730,4055,5937,6386,5236,6252,4511,5492,3,10,15,19,54,14,0,101,0,275,0,27,25,0,205,24,0,0,17,0,159,847,1370272493,1610699763,82419600,331316807,1201750227,1595681902,1655027487,11486786424,22141616371,63835167316,43958073896,24088673432,1.67E+11,8594,120153,98990,49905,277642,9,137,19,0,775,47,0,733,19,345,99,8,599,68,65,0,14,195,60,339,3522,18075,801,1771,1077,992,1382,1311,740,600,8677,675,1133,1693,1142,1688,1591,1019,1058,10003,20616,17442,15616,18626,24810,1066,3075,3822,2742,4086,4866,2913,1524,718,24649,161,12202,12727,637,2833,3470,1328,723,605,22,175,374,490,233,34,1195,72,6,53,2,7340
11470550,1115071,목5동,2374,3151,3830,3960,3340,3677,3127,3431,12,25,33,19,11,15,0,456,6,260,14,40,105,9,156,25,0,10,8,0,126,1230,1867859776,2328566365,272395155,504266220,1475230920,5199422710,4341327368,15324759943,31717204954,1.46E+11,69372057265,29053248620,2.96E+11,5583,138611,167451,116752,428397,32,886,90,0,2745,269,0,843,363,2148,583,100,961,231,8,143,193,46,56,387,10052,37049,1963,4601,1355,1371,2835,2441,1401,1243,17212,1781,3857,4762,1919,4136,2695,1807,1921,22881,39675,35803,34516,38203,40673,2953,7209,4070,3505,8468,6819,4685,2045,921,40575,98,20150,20537,45,12390,12435,1576,900,676,31,265,527,520,204,29,1263,225,24,49,15,14436
11470560,1115057,신월1동,2441,3342,4250,4280,3624,4065,3355,3734,10,21,30,22,17,28,0,18,0,426,0,10,12,0,245,30,0,0,176,0,189,1134,1239672046,1633179303,94538356,539899383,597815695,132083251,859575467,13515839105,22646744097,29815021036,32154452467,24559142837,1.24E+11,5794,62074,42586,21954,132408,9,317,49,0,201,61,0,1088,0,372,83,35,552,94,356,0,101,919,44,352,4624,14304,440,468,769,1238,1232,1116,921,780,6967,382,401,762,1095,1079,1152,1057,1326,7259,16386,13801,12612,14416,20207,777,1198,2473,2634,2873,3600,3864,2002,791,19943,264,10348,9832,1106,1330,2436,1747,1113,634,24,165,441,691,355,71,1563,113,6,60,5,8212
11470570,1115058,신월2동,2425,3068,3849,3974,3358,3692,3074,3417,13,26,32,18,11,29,0,30,0,185,0,30,14,0,90,17,0,0,69,0,90,554,707993751,1462487891,51403182,486129320,559359100,229365767,400339879,6122314687,16650852232,24759805775,21639489844,20348282305,89921084722,7020,74107,68767,51592,201486,10,341,18,0,445,34,0,624,36,370,115,73,265,52,255,8,37,449,18,209,3349,13503,693,685,683,989,1090,859,697,667,6367,602,608,944,1093,1035,1041,964,1041,7331,14450,13333,12523,13706,20523,1229,1722,2446,2684,3257,3227,3404,1851,705,20368,155,9964,10411,273,3882,4155,1238,880,358,22,130,285,502,269,30,1063,102,10,57,6,6865
11470580,1115059,신월3동,2463,3408,4252,4221,3544,4087,3333,3734,10,20,30,23,17,8,0,11,7,254,0,6,0,0,90,0,8,0,62,0,68,514,411869956,1142473440,24183496,225775757,453886062,64083000,768244495,7140000619,10763418502,14514752276,14556667659,11539756594,59282840145,5276,36553,38142,20266,100237,10,129,43,0,596,26,0,777,7,259,33,27,314,15,701,0,77,638,0,124,3766,13048,442,561,745,984,1044,1163,877,623,6440,448,529,848,994,900,1090,944,931,6688,13352,13178,12592,13068,14839,729,980,1821,1990,1991,2638,2691,1370,630,14654,185,7784,7011,1147,1167,2314,974,688,286,16,91,240,376,207,44,822,102,12,27,11,5732
11470590,1115060,신월4동,2464,3341,4225,4295,3623,4072,3340,3736,10,22,31,20,18,9,0,41,0,182,0,17,12,0,138,17,0,0,18,0,93,527,1273585363,622721870,43555411,279847156,607042499,396271416,624758659,7340138298,15758784008,25617544635,17852874095,13702921975,80897021670,6286,74930,59060,32838,173114,9,702,13,0,262,38,0,483,0,397,90,10,420,51,667,0,10,248,0,357,3748,11198,700,554,511,717,926,722,580,506,5219,650,547,781,839,947,874,761,836,6238,12962,10637,9623,11571,17666,1175,1596,1981,2098,2941,2795,2866,1513,706,17569,97,8607,9070,177,3416,3593,1134,741,393,15,127,258,444,253,37,1012,58,7,55,2,6444
11470600,1115061,신월5동,2425,3265,4233,4273,3457,4027,3293,3695,9,23,30,22,16,26,0,31,0,191,0,16,5,0,121,23,0,0,83,0,97,593,954493464,1377263130,261097933,276742255,498755114,272886172,821867100,9516052686,14227769222,22841154057,23670853290,17217249403,88294945758,4778,53045,44766,23071,125660,12,167,139,0,380,20,0,656,10,408,19,804,383,78,227,0,11,493,0,308,4103,8987,475,534,518,651,647,627,466,384,4306,447,427,632,680,721,716,596,612,4834,9725,9234,8179,8810,14381,770,1151,1950,2003,2149,2418,2273,1147,521,14263,118,7147,7242,470,1457,1927,998,662,336,23,100,247,429,173,26,874,73,8,35,8,4559
11470610,1115062,신월6동,2370,3215,3989,4080,3339,3832,3188,3538,11,23,32,20,13,18,0,0,0,167,0,21,9,0,84,19,0,0,36,0,72,426,328295731,667052675,46953973,199473026,491185619,99627058,473156143,4027417758,6274959950,11193699981,13804187254,12110864737,47884285823,6331,67715,53083,24972,152101,13,256,13,0,261,44,0,379,20,239,56,122,216,51,210,0,22,200,31,152,2272,4067,148,195,203,341,358,299,231,189,1967,92,183,276,339,337,339,303,297,2170,3937,3972,4054,4306,13934,1411,1267,1480,2271,2337,2066,1880,864,361,13874,60,6717,7041,54,4413,4467,1575,1333,242,9,64,237,672,508,85,1480,63,11,18,3,6805
11470611,1115063,신월7동,2539,3721,5419,5944,4601,5666,4110,4971,4,14,19,20,43,17,0,40,0,209,0,26,25,0,151,23,5,0,84,0,121,701,884120282,805489900,46456227,620585679,807965112,204644413,917029922,11904044733,16280389644,23069624681,19165032693,14501286838,85837408511,10075,81072,57544,28807,177498,18,241,660,0,338,35,0,635,8,500,107,56,380,160,1246,0,15,510,10,196,5097,15128,700,693,759,1117,1249,1156,912,796,7387,604,586,933,981,1179,1210,1217,1237,7951,15771,14848,13978,15914,19014,816,1122,2232,2535,2589,3317,3499,1895,1009,18880,134,9330,9788,66,3291,3357,1375,934,441,20,125,327,539,300,64,1188,106,6,69,6,6241
11470620,1115064,신정1동,2632,3806,5340,5626,4199,5440,4047,4811,6,14,21,18,42,15,0,116,0,199,0,36,60,0,208,32,0,61,21,0,141,889,1245218517,841808682,145723216,318755212,676226738,1247372615,1444661100,8791182687,15575955943,39916600945,33283691263,17246817921,1.16E+11,3865,61200,66625,41940,173630,25,87,883,0,639,65,0,673,23,356,265,39,599,99,26,0,290,117,0,349,4510,15895,781,1352,789,762,1356,1126,688,570,7426,684,1264,1647,1023,1596,1301,933,875,9327,16311,15267,14992,17010,19915,1573,2886,2164,1809,3827,3454,2417,1165,623,19813,102,9659,10202,287,5440,5727,1116,611,505,25,132,322,399,189,49,966,84,18,39,9,8262
11470630,1115065,신정2동,2436,3476,4526,4659,3806,4443,3538,4027,8,19,26,22,25,13,0,155,0,223,0,24,35,0,129,25,0,22,9,0,113,748,1440700203,1008427467,86568399,453085315,791192814,1741891856,1267344460,7781134612,19048321123,59046579004,39246465075,17361646906,1.44E+11,1372,36998,35856,21800,96026,11,65,17,0,1012,39,0,623,7,244,166,54,486,84,32,0,111,72,0,267,3279,14045,547,1324,687,664,1126,1033,609,539,6533,531,1234,1599,818,1456,1205,781,802,8430,15735,13467,12472,14504,18928,1046,2955,2187,1610,3543,3413,2430,1165,583,18834,94,9297,9681,312,5244,5556,1088,636,452,21,161,324,385,173,24,960,70,12,42,4,6345
11470640,1115066,신정3동,2487,3376,4104,4257,3505,4003,3287,3655,9,22,33,20,15,13,0,92,0,280,0,53,44,0,185,32,250,5,25,0,130,1109,1697396296,2995910274,247685589,448279092,2174634625,939640582,3013690514,22199579427,37209531686,69997818683,50958961525,36847599971,2.20E+11,23165,369417,272764,126729,792075,59,901,114,0,1187,105,0,860,95,1142,315,121,587,136,1928,0,119,310,0,398,8318,41730,2155,2788,1973,2572,3204,2955,2035,1800,19485,2096,2575,3658,2927,3562,3309,2711,2877,23720,47817,41708,35620,41773,50568,3377,5554,6134,6091,8244,9023,6893,3574,1688,50228,340,24346,25878,549,13635,14184,2013,1339,674,39,219,494,779,414,68,1692,210,24,71,16,16082
11470650,1115072,신정4동,2696,3963,5642,6265,5142,6012,4345,5270,3,11,16,20,50,54,0,116,7,643,12,92,81,13,436,89,19,177,75,0,286,2100,4027552703,4618976725,630172114,1034804526,2756203065,1492086681,5386210093,47063169320,69493206024,1.06E+11,86436821333,55821180573,3.71E+11,26524,328695,261028,218540,834787,14,794,72,0,1092,227,0,2312,136,1753,319,1004,1442,250,883,0,975,577,22,905,12763,32182,1554,1535,2044,2510,2664,2329,1478,1399,15516,1143,1428,2472,2471,2539,2484,1975,2275,16791,35356,31920,29430,32020,32908,1296,2115,5193,5041,4854,5449,4950,2833,1180,32273,635,15826,16689,1289,1923,3212,3081,1971,1110,68,420,875,1038,559,121,2535,388,53,99,6,9013
11470670,1115069,신정6동,2502,3626,5004,5280,4041,5025,3791,4472,7,16,23,20,35,0,5,200,5,100,7,11,46,0,60,8,0,30,0,0,60,532,753302808,822216609,146185569,294468336,281334975,2260547238,1472253787,5809695187,13783286549,58504300654,27567130055,11178739819,1.18E+11,2109,49380,61707,47395,160591,24,55,1829,0,1173,128,0,356,14,359,194,124,192,101,0,264,132,0,0,206,5127,20125,959,1769,834,957,1663,1357,873,795,9211,874,1724,2178,1270,2169,1648,1122,1191,12180,22338,20121,17884,20158,24028,1805,3553,2721,2512,4477,4275,2900,1234,555,24007,21,11751,12413,367,7214,7581,738,444,294,21,122,219,251,101,24,579,92,16,37,14,8837
11470680,1115070,신정7동,2449,3811,5064,5238,3988,5039,3753,4465,6,15,24,20,35,0,0,99,0,157,0,31,29,0,102,29,0,6,41,0,95,589,1302551921,1752784607,88230010,561497654,1250432629,1134409392,2266069908,14348956501,20057132671,56694553506,36626386986,20914197292,1.51E+11,7767,169809,118923,50772,347271,28,98,96,0,763,54,0,545,6,421,229,0,362,97,790,0,24,143,0,274,3902,21229,993,1616,932,941,1590,1477,1072,1037,9661,979,1553,2039,1198,2039,1795,1307,1736,12649,21958,20620,20203,22136,28502,1651,3238,3114,2899,4731,5080,4312,2234,1249,28345,157,13743,14758,58,10653,10711,984,658,326,21,105,272,371,181,34,844,73,20,39,8,9229
11500510,1116051,염창동,2561,3562,4602,4741,3847,4435,3359,3913,10,20,27,19,23,65,0,123,16,453,66,38,74,12,235,36,49,51,75,0,180,1473,2640164992,3139016635,409874545,966861211,1489634947,914173626,2203116535,27473130802,48189703475,75511415069,48660505529,29533852339,2.32E+11,7832,119290,142203,134206,403531,36,1478,47,0,844,233,0,2755,2035,914,856,197,1118,140,1404,301,872,705,30,968,14897,30569,1722,1608,1503,2799,2853,1811,1328,993,14621,1247,1559,2346,3309,2855,1948,1584,1461,16312,33627,30351,27079,31220,41511,3582,4441,5417,7256,7427,6061,4477,1984,868,41378,133,20032,21524,86,11882,11968,2190,1476,714,51,232,631,841,370,65,1472,596,23,85,14,15455
11500520,1116052,등촌1동,2468,3436,4508,4818,4140,4500,3522,4050,8,19,28,20,24,51,0,13,6,457,66,40,84,11,273,19,37,75,63,0,165,1360,2641082524,2585407152,638035919,1205913738,1345973170,430170229,1954439934,32099006645,56933793390,55065037854,42086510175,23025920268,2.11E+11,6354,150334,146782,106670,410140,15,1293,300,0,299,245,0,1966,1044,798,347,874,999,171,1492,0,785,906,22,916,12457,22727,663,747,1550,2615,1916,1353,936,805,10589,633,644,1428,3079,1703,1386,1155,1281,11312,24069,22693,21773,22374,24996,1283,1191,4869,6619,3403,3107,2447,1173,911,24773,223,11419,13350,183,4633,4816,1880,1269,611,51,243,564,684,273,65,1230,561,24,60,5,9130
11500530,1116053,등촌2동,2327,3484,4675,4624,3606,4392,3373,3918,10,22,25,20,23,7,0,25,0,124,0,5,17,0,86,5,0,5,20,0,75,369,708635566,748951541,34198003,185394801,477713536,185411688,650097316,7711763601,12096459561,15818387200,14986460750,9698274818,60961443246,7377,83208,81284,48412,220281,9,63,120,0,703,27,0,585,48,263,58,38,328,64,234,0,79,117,0,265,2992,15800,676,977,936,1254,1135,893,748,667,7289,596,615,1043,1482,1260,1320,1075,1085,8480,18756,16018,13144,15280,19739,1033,1430,2842,3366,2885,3119,2984,1463,618,19617,122,9621,10167,491,2717,3208,727,464,263,14,83,188,286,129,27,595,71,17,36,8,6853
11500535,1116054,등촌3동,2970,3984,5750,6199,4917,5588,4264,4950,5,18,20,18,39,45,0,134,31,660,28,68,99,38,308,46,62,66,32,0,183,1800,3052051611,10433903780,218088294,1086037833,1538367982,1004704023,4808483931,50492520709,94182161366,1.31E+11,91006702625,51695450579,4.23E+11,21639,367430,360759,226086,975914,47,1095,73,0,1639,688,0,3006,519,1727,541,4873,1935,295,878,0,563,340,0,652,18824,40137,1087,1628,2391,3450,3278,2629,2017,2006,18491,1147,1700,2989,3706,3240,2961,2457,3298,21503,36627,40592,44317,39011,29813,1488,1701,3433,4638,3693,4633,5604,2779,1851,29651,162,14201,15777,10,13287,13297,2425,1604,821,52,316,759,842,387,69,1668,608,58,78,13,8933
11500540,1116073,화곡1동,2398,3125,3796,3897,3271,3629,3011,3332,13,28,34,15,10,54,0,21,0,558,0,59,57,0,600,90,0,0,116,0,309,1864,5052361867,4647292037,852775620,1076581592,2672443027,341474250,4326075184,73645777491,91171510575,78704212799,66801715512,48768158419,3.63E+11,5958,71985,45947,19880,143770,27,1129,69,0,474,99,0,1718,65,1027,230,409,1750,220,66,0,61,674,0,669,8660,48049,1554,1269,3492,4863,3892,2959,2249,2196,22477,1518,1222,2803,4787,3724,3509,3206,3418,24192,53786,46492,42393,49523,52730,2237,2316,9502,10940,7533,7337,7260,4007,1602,51788,942,25123,26603,1240,5986,7226,3076,1891,1185,76,463,749,1084,586,118,2718,223,21,106,8,15950
11500550,1116057,화곡2동,2351,3127,3861,3919,3216,3692,3100,3411,12,24,36,18,10,0,0,52,0,306,0,5,5,0,59,10,0,0,6,0,67,510,418967664,654208416,14199070,192973800,295579796,391590427,295221544,4145765305,10639403521,15921017765,8545533662,6522522863,46069464660,3220,26617,48797,51887,130521,29,124,14,0,363,0,0,913,0,160,17,0,155,39,33,0,6,161,0,192,2177,12304,572,555,748,970,1027,829,553,517,5775,455,470,784,992,1060,938,818,1006,6526,14355,11866,10487,12507,17698,910,1320,2502,2756,2907,2862,2528,1383,530,17420,278,8504,9080,661,338,999,821,528,293,13,118,224,285,154,27,716,70,3,30,2,4892
11500560,1116058,화곡3동,2350,3346,4439,4691,4120,4437,3385,3948,9,21,29,19,22,8,0,59,14,195,0,40,33,0,203,38,0,5,18,0,119,732,2301349153,2361420514,193379160,435268871,1229075840,606192791,4100519754,34696966415,32958993494,45562964032,36306532240,26491786012,1.80E+11,4972,65021,56722,30179,156894,9,300,37,0,358,475,0,615,51,456,152,337,633,114,22,0,64,178,0,332,4124,19846,975,1065,1095,1440,1384,1191,981,973,9107,706,895,1513,1600,1625,1508,1467,1565,10882,20565,18909,18493,21416,21489,1052,1607,3087,3241,3128,3223,3426,1941,786,21352,137,10228,11250,478,3463,3941,1174,727,447,31,159,313,438,192,41,1002,116,16,37,3,6429
11500570,1116059,화곡4동,2301,3102,3859,3880,3335,3669,3077,3388,12,26,35,16,11,10,0,21,0,384,0,19,11,0,227,45,0,0,37,0,150,904,1392471958,2292247495,110648340,389684732,787846620,185400719,1224730729,17415778928,30111331877,36189294825,34942908845,28577535763,1.48E+11,13161,164255,157628,100137,435181,30,110,59,0,364,59,0,927,18,373,28,14,514,104,63,0,43,230,11,322,3239,16977,731,740,963,1297,1354,1039,772,823,7723,895,707,1170,1387,1389,1297,1223,1321,9393,19544,16588,14401,17376,20327,911,1275,2651,3107,3214,3287,3285,1808,790,20052,275,9944,10348,831,694,1525,1401,857,544,25,161,342,526,275,72,1262,74,12,48,5,5822
11500590,1116055,화곡본동,2359,3100,3861,3904,3281,3693,3025,3373,13,25,35,17,10,5,0,40,0,236,0,37,15,0,246,10,0,0,23,0,118,730,1898026711,2121810607,382225003,463889278,1252556611,325491834,1588627565,25517590497,45228258457,47363978099,34185565348,28119095384,1.82E+11,50922,448926,659911,718364,1878123,25,274,52,0,452,55,0,670,20,615,72,34,664,71,43,0,52,195,0,233,3502,28119,1214,1070,1932,2687,2234,1550,1258,1158,13105,1134,955,1860,2655,2262,1877,1733,2077,14555,33907,27474,22691,28406,33950,1655,2254,5877,6319,5333,4791,4488,2275,967,33572,378,16336,17526,730,1064,1794,1335,812,523,20,176,351,457,272,59,1200,68,15,45,7,9158
11500591,1116061,화곡6동,2439,3364,4349,4608,3899,4265,3367,3846,10,21,30,18,20,26,6,13,33,320,13,27,47,8,477,68,18,82,17,0,163,1318,3804165805,2369516313,445744601,873517389,1056966194,319342787,2861050796,44449428084,53255056983,47015299279,39592026670,28953003760,2.16E+11,7406,66247,85217,90987,249857,29,699,1240,0,635,842,0,1934,142,774,257,630,1774,190,703,0,534,177,6,476,11013,20668,563,676,1546,1922,1776,1387,1076,834,9781,572,624,1327,1995,1540,1603,1382,1287,10334,22694,20626,18381,20972,25270,1043,1508,4515,4585,3505,3780,3767,1777,793,25000,270,12020,13017,560,3117,3677,1818,1155,663,48,291,462,636,306,75,1445,269,49,47,8,7857
11500593,1116063,화곡8동,2317,3176,3915,3949,3316,3730,3082,3418,12,24,35,17,11,0,0,23,0,271,0,35,27,0,152,14,0,0,10,0,145,677,1747582517,1631435341,163716815,347961202,1504652753,167071719,1064652002,19255143935,35269344999,35334796107,31153644501,31062972567,1.53E+11,8704,96546,84091,67073,256414,26,78,15,0,88,57,0,716,159,435,81,123,428,66,15,0,67,35,0,208,2571,33134,1369,1320,2127,2813,2768,2088,1434,1466,15389,1289,1333,2402,2890,2901,2421,2106,2231,17576,37140,31383,29421,34590,24308,1035,1460,3797,3982,3739,3658,3630,2155,855,23910,398,11674,12491,652,734,1386,1167,702,465,25,177,298,408,229,30,1058,52,16,39,2,6086
