adminCode,adminCode2,Dong,salary_23,salary_45,salary_6a,salary_male,salary_female,salary_avg,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_01,sales_23,sales_45,sales_6ab,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_교육 서비스업,workers_금융 및 보험업,workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_01,popLiv_23,popLiv_45,popLiv_6a,popLiv_total,popLiv_male,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_01,popReg_23,popReg_45,popReg_6a,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11350570,1111052,월계2동,5563,4201.5,3461,3993,3245,3658,449051106,894034670,54095868,100545769,426030162,231111634,1376572301,14380159830,26686438317,9319136889,51762307337,11304,157490,137356,52167,358317,38,34,49,1350,11,316,16,211,38,60,303,49,240,43,203,146,3069,3627,5112,5843,25937,19734,8944,11319,22122,20122,17406,19285,26060,3375,5879,8268,8545,25918,142,12504,13484,131,10866,10997,971,716,255,19,105,200,332,263,52,876,40,14,33,8,7851
11350580,1111053,월계3동,5906,4547,3728,4319,3437,3924,697494767,805800029,80703514,152053827,608005776,277841508,585336212,18690054815,34961957937,11218845181,65456194145,10067,150102,129604,68960,358733,24,18,79,458,33,737,14,428,154,105,199,25,644,67,13,181,3155,4334,6333,7428,31099,24294,11053,13547,27940,23760,21299,24176,29193,3793,7581,8910,8914,29022,171,13976,15319,45,12617,12662,945,645,300,11,75,238,355,217,49,844,59,4,30,8,8872
11350595,1111079,공릉1동,5660,4290,3526,4013,3272,3669,3682871987,3258252424,369629567,1138193745,1827098169,452972971,2291781480,95131412919,1.24E+11,44306032365,2.66E+11,33468,415292,382513,248048,1079321,48,346,102,677,148,1701,266,1291,236,703,1199,173,853,933,732,697,10103,6334,13141,12366,52173,42044,20020,21990,44036,41029,39437,43675,37145,4243,12205,10653,10047,36414,731,17742,18798,794,9072,9866,2705,1842,863,47,321,720,969,534,114,2250,307,48,91,9,11093
11350600,1111056,공릉2동,5768,4712,3737,4496,3479,4044,3235743700,2505496124,215428855,586835396,1394512695,558064874,4683177197,89520547827,95731802948,22188394512,2.12E+11,13055,312146,255521,122027,702749,59,291,20,4512,65,706,129,1609,239,66,1015,403,404,333,519,364,10675,9657,16891,12267,55601,45782,22101,25110,47060,46964,44794,44310,42672,7465,13146,13144,8921,41817,855,20398,21443,538,10880,11418,1884,1277,607,50,215,499,654,390,76,1596,132,61,74,21,12122
11350611,1111058,하계1동,5629,4933.5,3881,4781,3584,4233,1582275508,1392498173,105799602,354619988,1077725224,482855641,1378039747,32179126794,65980305469,20540117030,1.20E+11,15429,309687,242592,120814,688522,35,96,672,1150,44,898,0,1443,146,203,646,127,418,158,431,290,6722,4686,6888,7673,31577,24596,11474,13942,26780,25360,22792,23452,27539,4375,7803,8394,6970,26958,581,12794,13920,152,9283,9435,985,625,360,14,91,256,423,164,37,774,117,31,54,9,7535
11350612,1111059,하계2동,5720,4883,3873,4811,3555,4257,481721547,524036832,35496355,126003825,271221962,291644814,443532729,9525660831,25703769593,5713483511,41386446664,29806,567717,1149420,1045810,2792753,20,0,15,305,17,105,0,179,67,0,61,0,5,0,0,54,808,3422,4904,5880,22747,17968,8033,10447,19573,17801,15874,18625,21525,3789,5161,7423,5153,21472,53,10274,11386,991,8160,9151,370,254,116,3,20,79,159,100,9,344,5,1,16,4,6245
11350619,1111060,중계본동,5693,5153.5,3948,5169,3891,4607,1399304144,1513808719,95032087,280267507,979637961,3213156248,4202594602,27094956283,1.41E+11,12699365701,1.85E+11,8264,46299,43236,33113,130912,19,46,20,1682,22,528,260,256,228,342,520,156,126,24,134,260,4604,6617,5360,7078,25310,20216,9220,12966,21164,18863,19195,21643,23314,5467,4653,9032,4163,23257,57,11436,12064,767,6158,6925,1161,731,430,21,133,384,397,186,40,1013,75,14,52,7,7870
11350621,1111061,중계1동,5828,5363.5,4119,5492,4030,4855,1382091509,1713445107,152369248,413048112,964944027,3457233419,3696310061,35020798401,1.50E+11,14088224421,2.03E+11,17817,302020,238592,129610,688039,18,28,51,1679,74,600,0,248,292,7,497,178,0,16,0,192,3862,8222,6474,8485,31440,24872,11325,15988,28710,23720,21108,25952,26504,7021,4778,10672,4036,26405,99,12914,13600,830,8733,9563,940,571,369,20,85,317,346,146,26,809,74,11,41,5,8500
11350624,1111064,중계4동,5523,4651,3594,4460,3478,4018,2146569386,1593088136,66646275,461250004,1442175555,544509856,1830769377,39610067699,89667923632,25920829797,1.57E+11,4930,90432,85176,60853,241391,6,55,16,864,61,511,0,614,180,17,580,135,8,27,30,184,3293,3476,3719,5116,21331,16308,7573,9251,17539,16084,15064,16546,19522,2969,4210,6672,5674,19419,103,9383,10167,95,7317,7412,1037,620,417,32,112,303,376,182,32,911,55,17,49,5,5771
11350625,1111078,중계2.3동,5558,4428.5,3413,4215,3314,3803,2058926660,3025052382,151038142,363319639,1322030386,226112891,1613886527,48841845310,1.01E+11,23832611292,1.75E+11,3759,48160,69963,79487,201369,32,11,82,974,34,1298,132,656,244,41,802,174,10,21,87,245,4811,7084,8542,10489,42723,33154,14749,19674,33947,33109,31888,33670,33274,4439,7803,10677,10365,33143,131,15304,18119,549,14245,14794,1345,744,601,25,181,371,472,265,31,1210,69,20,35,11,8582
11350630,1111065,상계1동,5683,4528,3857,4344,3442,3945,3234752293,2475167075,334013072,931654219,1752663575,506868462,2837125826,66228917156,1.17E+11,41355130064,2.28E+11,15868,256011,209441,120404,601724,29,211,81,782,59,1466,63,788,270,1322,1195,170,681,216,227,533,8081,6373,8906,11259,47909,36576,16961,20266,40510,35485,32823,37486,37724,5042,9303,12131,11260,37569,155,18263,19502,326,10902,11228,3018,2327,691,36,235,598,1122,872,155,2702,191,24,87,14,13770
11350640,1111066,상계2동,5605,4596,3761,4409,3394,3941,7851025105,5604295755,297183553,2072237532,2166683355,952908411,14956953087,2.35E+11,1.90E+11,45908603813,4.86E+11,32270,449914,582624,462932,1527740,25,127,56,672,175,2287,131,1129,166,237,2418,286,243,60,236,789,9012,5019,9071,9074,37552,29722,13415,16945,27112,27017,32159,32601,19623,2462,5230,6481,5456,19462,161,9620,9958,674,3908,4582,2456,1400,1056,74,477,706,788,333,78,2164,196,24,67,5,6154
11350665,1111076,상계3.4동,5303,4081,3288,3875,3144,3547,943757787,922161210,53985814,339393222,547722478,166140575,626705657,18624140087,36597142788,16477493011,72325481543,10506,161927,110834,42873,326140,22,83,60,260,16,646,13,394,144,87,412,55,835,18,282,402,3707,2666,4547,6439,27125,20101,9311,11080,22774,19736,17325,20567,25187,3001,5489,8007,8696,25074,113,12634,12720,1410,5308,6718,1635,1053,582,26,149,372,587,377,124,1446,58,14,110,7,8076
11350670,1111069,상계5동,5449,4119.5,3398,3926,3223,3600,1061379543,1257730456,108647673,554560980,706352422,374628376,934823358,25866735000,58698105828,20369519021,1.06E+11,17116,342343,223255,107103,689817,22,50,15,246,36,669,0,397,76,238,416,98,25,57,276,315,2920,2667,4547,5662,23816,18038,8176,10174,19161,17145,16593,19254,23568,2700,5746,7634,7495,23430,138,11464,12170,1044,4133,5177,1353,813,540,39,149,373,493,232,67,1217,53,6,75,2,5907
11350695,1111077,상계6.7동,5850,4582,3702,4436,3445,3968,2881305110,2617474392,511256361,1122535382,4932062540,1044200790,4262516600,1.15E+11,1.54E+11,46190472914,3.20E+11,9060,83302,145315,106794,344471,32,52,1125,1584,3066,1262,144,3557,600,391,1623,241,41,154,22,443,14539,8369,12922,14469,56818,45576,20074,26219,45041,45771,46027,45466,32036,4822,8877,10653,7688,31901,135,14761,17228,549,13647,14196,1889,1212,677,33,210,570,647,358,71,1511,260,44,58,16,8990
11350700,1111072,상계8동,5723,4544.5,3750,4269,3301,3849,495109613,1206764293,44539598,130500132,1016382940,617369621,749893863,22582509583,47183213845,13345310953,83860928244,11983,253612,138608,46573,450776,16,11,15,578,51,224,5,309,152,15,180,51,0,9,7,98,1705,4501,5447,5285,22887,18486,8305,10758,22074,18018,14726,19124,22225,3899,7155,6840,4333,22174,51,10671,11691,926,9090,10016,558,328,230,7,58,144,197,128,24,516,16,2,16,8,6529
11350710,1111073,상계9동,5602,4489,3749,4331,3361,3907,611209737,677676167,9732568,98371488,799806328,450415045,720374926,17205882391,37972101612,10218136761,66116495690,1936,45634,42550,22527,112647,21,12,58,876,55,282,0,219,167,0,170,19,31,7,0,79,1975,4032,4890,5216,22857,17777,7704,10797,19727,17303,15529,18548,19969,2912,5149,6640,5269,19879,90,9383,10615,269,8258,8527,696,430,266,14,58,155,264,180,25,647,20,7,16,6,5802
11350720,1111074,상계10동,5662,4541,3916,4382,3412,3924,316723803,605505128,27219626,115324051,104520042,186851910,970515003,11461208334,15766291132,2914560131,31112574600,7112,60054,72579,56189,195934,24,6,73,450,28,141,6,140,112,53,99,38,537,16,0,152,1875,2269,4093,4172,16682,13375,5899,7712,12588,13189,14100,13625,18374,2737,5279,6015,4347,18315,59,8490,9901,273,6422,6695,458,302,156,4,53,103,163,113,22,404,23,10,14,7,5355
11380510,1112051,녹번동,5655,4155,3333,3933,3249,3608,2078982189,1343854976,131777005,1040184507,504775190,348109026,1818752470,45993281187,63764877022,19847450911,1.31E+11,22021,432770,296766,171052,922609,27,752,1363,564,50,1135,284,1096,211,263,743,72,27,335,417,545,7997,4483,9753,10839,42049,33683,14751,18815,37186,32791,30293,34461,36747,4371,10615,11357,10407,36375,372,17211,19314,1058,5206,6264,1850,1255,595,28,203,471,693,361,94,1482,187,85,84,12,10504
11380520,1112052,불광1동,6014,4630.5,3689,4444,3552,4025,1784659823,2021648287,402364518,350839326,1520283246,335696233,1285944824,41158415731,82845400938,38324923054,1.64E+11,20834,190094,197721,171093,579742,34,33,225,534,1166,1063,36,651,270,34,897,195,29,250,91,554,6036,4098,7433,9192,38285,29558,13207,16301,32646,28283,26380,30922,38105,4402,10209,12054,11442,37837,268,17891,20107,1113,7280,8393,1684,989,695,28,198,397,627,347,87,1465,117,33,65,4,10440
11380530,1112072,불광2동,5623,4052,3338,3869,3193,3547,1533758817,3018848223,277084840,703993226,2211394124,506467612,2038296127,61984171706,1.08E+11,52135231738,2.24E+11,13676,119694,124052,66655,324077,25,62,353,681,73,772,18,496,110,103,456,65,0,11,104,342,3646,3035,5715,6533,27148,21208,9815,11404,25035,20782,17756,21258,27331,2406,7860,8241,8828,27096,235,13025,13948,1618,882,2500,1322,753,569,22,113,286,490,300,111,1186,51,17,51,17,6472
11380551,1112055,갈현1동,5476,4074.5,3302,3810,3202,3524,3502964400,2233808658,115715681,1032056913,1559798256,434884230,6632540037,92492361623,87134117658,27347674807,2.14E+11,31953,573982,423256,215759,1244950,43,70,20,259,461,982,6,642,90,49,1203,154,166,48,209,284,4750,2937,6667,6391,26827,21508,10068,11347,20845,21178,20735,23273,15401,1576,4453,4806,4567,15249,152,9340,9750,1482,928,2410,1402,872,530,37,195,388,452,247,83,1255,95,13,36,3,5515
11380552,1112056,갈현2동,5522,4069.5,3403,3914,3174,3551,2692934604,2155503965,175492237,483233555,1215888946,1209776594,5501035501,72843897405,1.01E+11,27267707459,2.07E+11,13248,201725,171339,117206,503518,32,154,72,1494,91,1132,18,521,49,46,996,176,23,46,205,476,5499,4116,6453,7002,28210,22472,10129,12766,24745,22296,19852,22997,28106,3544,7790,9180,7592,27842,264,13215,14709,930,1406,2336,1541,895,646,46,211,447,481,291,65,1386,84,25,42,4,7545
11380560,1112057,구산동,5455,4191.5,3487,3999,3268,3658,852965660,1097313200,111892300,346048353,738266763,295940119,1363582469,26153612294,45326568478,13849136860,86692900101,12452,134715,98975,42609,288751,31,123,29,983,32,470,0,1381,66,297,298,44,422,17,186,374,4722,4994,6831,7476,31970,24914,11066,14573,29308,25309,20917,24121,31967,4072,8274,10404,9221,31758,209,15585,16322,738,2645,3383,1205,811,394,14,110,326,419,272,64,1054,54,26,61,10,9398
11380570,1112058,대조동,5580,3948,3266,3781,3117,3451,4237532535,4697549684,540088895,926116858,3303753646,400409851,3940587429,1.19E+11,1.76E+11,74175926518,3.74E+11,21579,342868,369341,226992,960780,28,195,67,571,238,2091,93,819,185,66,1519,193,108,73,219,626,7063,5875,13261,13027,52403,42459,18842,23444,45756,41217,38780,44085,27657,2449,9935,7925,7351,27311,346,12317,14171,1190,2061,3251,2522,1369,1153,64,321,719,795,463,160,2278,166,17,54,7,6024
11380580,1112059,응암1동,5619,4109.5,3291,3916,3225,3580,2422497154,2630677621,492465576,548175427,2004052098,668344615,2750642714,70645783505,1.11E+11,37392887582,2.21E+11,15649,171266,184132,144961,516008,22,832,153,833,104,1626,90,1027,232,142,860,138,49,241,270,383,6994,4079,7178,7441,28850,23421,10322,13456,27311,22410,19837,24124,33266,5131,9750,10633,7753,32945,321,15493,17409,607,2762,3369,1692,1022,670,34,223,463,567,301,104,1431,177,25,51,8,9301
11380590,1112060,응암2동,5959,4428.5,3475,4295,3473,3909,265580714,82824281,8070734,163301261,250429149,98710006,136808852,5908210636,11299824732,4207115091,21551959311,4955,91034,62488,26861,185338,34,10,50,155,50,295,8,477,72,5,246,80,55,0,98,157,1758,3665,4338,5270,19787,16166,7222,9311,19334,15826,13183,16320,27917,5484,6921,9625,5891,27717,200,13489,14375,466,7485,7951,684,428,256,8,75,163,226,162,50,633,15,8,22,6,8461
11380600,1112073,응암3동,5483,4012,3332,3822,3169,3509,2433302062,3735048674,318966011,942979139,1856654656,426534595,2684298957,76081049147,1.25E+11,51671019109,2.55E+11,9170,108354,127481,86713,331718,25,105,33,516,74,1051,8,549,111,22,989,140,44,0,319,606,4567,3523,7066,8070,32188,25355,11579,13848,26450,24476,23524,26970,24145,2187,6852,7183,7925,23786,359,11651,12356,1294,925,2219,1771,1068,703,37,210,394,625,389,116,1624,57,27,57,6,5754
11380625,1112074,역촌동,5505,4147.5,3466,3960,3229,3615,2554577121,2986678924,425012548,895352038,1483182411,959301063,2377007405,76093412884,1.66E+11,50010741761,2.94E+11,17493,156325,142031,102413,418262,48,448,81,579,66,1689,28,1005,179,309,882,140,31,78,370,677,6585,6901,11680,13251,51775,41536,18349,23458,45395,39724,37575,43449,44894,5240,12426,14647,12587,44490,404,20897,23697,1488,1782,3270,2521,1600,921,57,309,680,938,446,91,2234,168,26,87,6,12257
11380631,1112065,신사1동,5489,4199.5,3431,3970,3235,3637,1305592785,1469721276,87527874,495607717,1172365721,356979936,1244912879,38599746062,59196094507,21131788135,1.20E+11,22043,371087,247458,137031,777619,21,236,29,511,61,533,71,463,82,6,383,62,136,6,219,265,3063,3648,6655,7478,29512,23561,10644,13006,26996,22836,19922,24491,26945,3179,7648,8453,7668,26741,204,12848,13924,589,2999,3588,1249,798,451,17,141,307,443,276,65,1110,61,25,50,3,8054
11380632,1112066,신사2동,5601,4342.5,3530,4097,3340,3745,447526525,860825011,76634691,211811084,362019339,214076630,580831082,16243008619,28044379525,8779329234,53647548460,16432,272545,172552,76786,538315,31,56,71,583,0,241,5,210,71,59,140,5,340,17,75,125,2041,2420,3351,3948,16466,13002,6253,6843,14584,13019,11313,13092,19369,2328,5217,6099,5730,19240,129,9678,9775,1056,2394,3450,1599,1318,281,12,99,269,540,552,127,1507,30,18,36,8,6307
11380640,1112067,증산동,5734,4367,3426,4110,3314,3755,862383087,1458561883,164393304,240561303,852180374,329921910,839714683,29029360842,48741602911,18854807658,97465486094,28177,516907,467500,251648,1264232,13,374,17,378,34,696,42,215,84,62,446,116,686,55,190,199,3609,2478,4592,4863,19745,15684,7047,8796,17237,15565,13797,16138,18678,2530,5157,5774,5222,18534,144,8983,9426,771,1857,2628,1146,750,396,22,127,271,406,255,65,989,98,17,37,5,4635
11380650,1112068,수색동,6195,5076.5,4213,4991,3801,4452,238697429,555141708,27897367,88436363,280911188,46516117,115737844,6580569685,16175453314,9554296161,32426057004,7482,97165,80928,42492,228067,18,34,63,118,53,638,26,186,63,14,307,40,591,17,114,165,2447,1450,3350,3754,13565,11069,5436,5628,11711,11431,10039,11094,13195,1841,3718,4138,3499,13118,77,6430,6674,280,2192,2472,735,484,251,3,57,133,295,183,64,640,58,15,16,6,4012
11380690,1112071,진관동,6408,5011.5,3746,4790,3852,4345,2770729929,2060059701,1318484587,714881352,2297645758,556290807,2759962914,79475928937,1.25E+11,31495581309,2.38E+11,33457,574186,410993,295858,1314494,69,31,267,1106,91,556,200,722,280,0,628,202,837,24,6,262,5293,15052,15523,18756,74452,59772,27082,34814,62019,59661,57089,60318,55043,10791,13034,18617,12607,54832,211,25711,29267,257,16634,16891,1256,738,518,25,185,387,388,215,56,1066,65,24,81,20,18022
11410520,1113052,천연동,5832,4270,3210,4064,3285,3688,852100416,665787021,69660988,201573589,684428993,226052818,775107795,20804819743,40456221915,16873692607,78909842060,10712,176196,137971,74089,398968,37,35,81,366,26,408,17,393,159,74,361,65,36,21,119,226,2387,2644,4696,5549,20934,16686,7749,9166,17345,16987,15500,16913,16895,2413,4293,5483,4709,16691,204,7991,8879,522,5109,5631,902,529,373,14,74,223,310,210,71,779,43,33,37,10,4908
11410555,1113074,북아현동,6120,4468.5,3512,4217,3495,3872,1020462243,1716386173,22805893,75277621,508393183,161521069,504699908,22139981034,44334243155,17189266953,84168191050,4247,58934,83002,64466,210649,14,7,41,279,35,417,6,228,102,7,214,28,5,31,259,140,1799,5525,13627,14248,46080,40318,19303,20441,39573,44075,43268,34357,15833,2390,4860,5131,3454,15549,284,7507,8138,702,4099,4801,750,495,255,13,67,178,257,178,57,682,25,21,18,4,4465
11410565,1113073,충현동,6097,4631,3710,4101,3255,3652,2890947566,2399906040,148280893,1248433852,732363584,200557835,1704237774,74245824572,64415071410,12786060293,1.53E+11,4559,86452,109348,50771,251130,44,699,1826,1524,3692,3122,1651,450,274,2840,1092,220,293,2459,157,541,21120,4674,14385,14207,47536,40793,18968,21437,29297,44164,53504,36204,20279,2388,6707,6138,5053,19817,462,9578,10400,1350,3197,4547,1822,1212,610,30,184,456,701,343,108,1077,546,122,65,12,6968
11410585,1113075,신촌동,6032,4588,3775,4318,3433,3893,17271297285,11790924105,970238725,1984129972,3474953495,743554582,26367865856,5.67E+11,2.44E+11,67490942508,9.05E+11,48698,504117,993101,893302,2439218,49,46,275,7687,490,3314,612,8041,510,972,7141,428,165,1569,142,1360,32752,5578,32750,11494,62999,59413,23746,32668,44568,61209,74426,57447,26455,1675,17761,4028,2994,20392,6063,8880,11448,1114,1565,2679,3747,2179,1568,181,844,1024,1035,499,164,2858,656,149,73,11,3996
11410615,1113076,연희동,5806,4506.5,3533,4292,3450,3899,3681258113,3288660452,210495211,769120138,1004631244,693483480,1563111354,95050068014,1.06E+11,37417582427,2.40E+11,20991,263087,345921,234754,864753,56,787,1094,1071,139,1982,260,806,274,369,1245,207,270,402,331,510,9753,4843,14907,10713,44010,38060,17333,19908,40329,38916,36209,36786,37417,3877,14703,10190,8657,34340,3077,16539,18018,2543,3273,5816,2299,1459,840,55,352,615,699,423,155,1862,301,48,72,16,10139
11410620,1113062,홍제1동,5623,4345,3271,4097,3307,3729,1593989149,1676406393,78672301,510767596,1518964080,407470587,1600001962,41517400357,73710037754,27588426312,1.44E+11,4530,40685,64659,57904,167778,21,407,43,697,119,810,38,402,211,38,470,40,67,82,168,292,3884,3768,6736,7733,31947,24772,10762,14333,27672,24374,21699,25342,25072,3378,6769,7962,6966,24818,254,10873,12396,619,4961,5580,1088,653,435,17,116,299,403,183,70,917,88,18,60,5,6631
11410640,1113064,홍제3동,6122,4890,3741,4679,3708,4225,1252094743,1497627592,22832051,289882680,1869138835,405197729,1371349186,37864019696,78456302401,41646267204,1.59E+11,70851,1123409,665201,357481,2216942,44,91,161,492,72,736,62,538,69,279,550,42,25,43,177,329,3666,2363,4121,4770,20166,15508,7111,8603,17274,15236,13799,15723,17894,2181,4782,5488,5445,17724,170,8506,9185,881,2469,3350,1249,731,518,18,132,286,406,287,120,1116,64,23,40,6,3895
11410655,1113065,홍제2동,5680,4379.5,3485,4213,3340,3811,596014401,482895942,33160527,416863143,410950002,244318701,1172502932,18983188173,24869576787,8469200388,53494468280,5525,99606,103415,68892,277438,9,23,18,116,35,237,10,270,87,0,170,28,14,49,105,149,1483,1740,2796,3431,13670,10658,4734,6088,12968,9931,8560,11173,13388,1577,3478,4211,4125,13284,104,6293,7154,257,4109,4366,568,319,249,15,62,132,216,106,37,483,28,20,35,2,3727
11410660,1113066,홍은1동,5641,4330,3513,4088,3378,3753,778248980,1038583856,45624017,161222946,454756001,320283215,531433770,18182238883,40422135814,15338739055,74474547522,14991,235974,244691,110790,606446,29,25,73,217,26,420,55,375,113,32,298,74,79,20,38,229,2121,2103,3875,4467,18698,14353,6363,8212,16432,13893,11966,15120,22659,2922,5813,7259,6669,22426,233,10987,11707,1132,5041,6173,954,596,358,12,99,203,314,240,86,840,45,21,42,6,7016
11410685,1113068,홍은2동,6495,5133,3814,5048,3835,4478,1606578069,1261373022,106964720,336763998,616487070,584565649,2598815526,33042951521,55777553026,15791452696,1.07E+11,24656,491936,414135,219392,1150119,68,224,27,1779,30,563,19,504,163,44,1067,84,430,11,192,374,5528,3703,6801,6680,28210,22393,10182,12519,23942,22793,20798,22038,29474,3896,8690,9049,7846,28700,774,12462,13520,959,2514,3473,1132,755,377,28,114,266,421,237,66,980,65,28,52,7,7383
