adminCode,adminCode2,Dong,salary_23,salary_45,salary_6a,salary_male,salary_female,salary_avg,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_01,sales_23,sales_45,sales_6ab,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_교육 서비스업,workers_금융 및 보험업,workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_01,popLiv_23,popLiv_45,popLiv_6a,popLiv_total,popLiv_male,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_01,popReg_23,popReg_45,popReg_6a,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11440630,1114063,신수동,6347,5259.5,4192,4944,3776,4379,1136477520,828084193,144638254,213224501,477678299,244480622,786732676,28570908815,36619260591,11679503344,77656405426,364,28346,26053,12269,67032,24,277,182,424,99,994,332,430,145,165,463,44,664,378,355,889,5848,2756,5445,5420,20301,16943,8009,8956,17920,16949,15843,17061,22585,3422,6897,7402,4869,22219,366,10878,11442,651,5227,5878,1171,828,343,24,132,338,381,227,69,897,187,32,46,9,7459
11440655,1114076,서강동,5900,4614,3762,4175,3365,3761,4207505010,3085192752,265566186,681668926,341106405,653194583,6462745500,1.38E+11,73052224712,11399924168,2.29E+11,14519,218641,261166,252572,746898,65,257,70,2212,153,1391,819,572,200,943,1453,106,333,1081,43,199,10129,3950,12472,7091,31704,27884,12910,14702,28641,26940,27756,28200,25535,3420,9549,7606,4962,24691,844,11810,12939,610,5609,6219,1735,1143,592,91,440,553,416,180,55,1300,349,40,39,7,7654
11440660,1114066,서교동,5896,4362,3617,4088,3336,3716,33247920339,25376037765,1228215304,6244384089,5836569277,2922588100,67294467096,1.22E+12,4.40E+11,77763409103,1.81E+12,151483,1088883,2015433,2558048,5813847,80,2474,132,1834,3540,9006,7293,1423,1101,5873,11139,1171,1695,4537,1157,2047,54465,7869,39506,18284,81746,76882,34649,39057,52579,64610,100112,90228,26653,1864,13381,6743,4667,24420,2233,11231,13353,1361,2420,3781,9736,6587,3149,419,2604,3328,2279,861,245,6633,2853,145,93,12,8460
11440680,1114068,합정동,5787,4078.5,3419,3919,3229,3586,4590201552,2647076583,262696081,700646353,898807476,275387296,2005713722,1.35E+11,77555421707,18308749282,2.33E+11,27230,343406,479069,470906,1320611,31,864,20,329,1015,1644,1769,458,120,396,1148,101,583,728,472,384,10073,2053,9371,6306,24499,22250,10210,10908,18646,21620,25115,23617,16955,1501,6871,4815,3772,16612,343,7730,9030,666,1070,1736,2120,1466,654,73,424,631,642,271,79,1433,601,40,40,6,6452
11440690,1114069,망원1동,5819,4345,3360,4090,3405,3763,3035843234,1877224973,149627119,427346756,1520061284,224768926,1493345734,87468084343,86480109912,31561615241,2.07E+11,3443,67662,71462,39530,182097,31,323,89,142,60,846,237,320,96,943,657,88,107,113,136,311,4468,2083,7206,5835,22516,19266,8606,10218,21532,17882,17314,20336,19684,1990,6918,6009,4768,19363,321,9123,10373,920,1492,2412,1728,1226,502,49,244,448,546,351,90,1538,137,14,34,5,5722
11440700,1114070,망원2동,5869,4363.5,3494,4007,3333,3669,1526370095,1751364924,592128100,420393333,710542452,264975348,869604352,47545291592,69840053720,23750199969,1.42E+11,3766,56015,47765,32369,139915,26,275,16,416,36,799,165,232,99,181,421,71,578,210,189,206,3894,2108,5024,5216,19093,15840,7285,8441,17399,15146,14386,16430,18378,2382,5577,5911,4513,18187,191,8581,9788,421,2629,3050,1368,881,487,38,208,374,452,238,58,1152,157,8,45,6,5337
11440710,1114071,연남동,5659,4253,3339,4011,3266,3651,4766796657,1304175799,231538062,332884229,277485339,213849508,1625301265,1.09E+11,49126986052,9754480926,1.70E+11,6369,56379,79762,69947,212457,20,719,46,348,8,1063,374,151,105,459,830,47,109,342,208,189,4998,1980,7630,4754,19714,17775,7995,9048,18119,16529,17782,18668,15481,1279,6603,4251,3352,14504,977,6928,7693,1174,881,2055,1406,910,496,58,364,427,337,163,57,1066,283,23,32,2,4130
11440720,1114072,성산1동,5930,4814,3740,4590,3546,4104,1403064969,1854290052,95245399,356913722,446044996,336158506,1033322276,39485844665,56116163740,16083011778,1.13E+11,5083,81155,88515,53439,228192,26,992,132,613,42,1460,863,195,93,2804,561,76,359,643,323,369,9612,3007,7471,7143,25339,21709,9925,11559,22900,22468,20581,20886,19003,2092,6471,6088,4357,18656,347,8798,9956,761,654,1415,1522,1106,416,23,217,516,488,203,75,974,452,46,45,5,6327
11440730,1114073,성산2동,6226,5099.5,4002,4906,3800,4396,1998811003,2797446125,86448057,440480511,962260324,758340057,1849944099,60219807449,1.11E+11,33203388152,2.07E+11,14926,335111,340018,193056,883111,39,123,1595,934,51,1600,219,797,476,527,659,394,346,193,101,783,8819,5602,11318,11370,42674,35647,15933,19553,37874,35996,33241,35478,39416,5096,13547,11866,8915,39094,322,17573,21742,462,9927,10389,1814,1165,649,35,195,526,661,327,70,1422,282,25,68,17,11346
11440740,1114074,상암동,6659,5922.5,5006,5952,4273,5198,5751031809,3260750264,511916455,956360934,1684158651,905925332,2043326094,1.44E+11,1.43E+11,21927313925,3.11E+11,22907,499502,499609,451686,1473704,90,402,266,1180,719,2733,16077,536,720,287,2228,211,1774,3379,259,477,31416,7561,16337,16286,53361,47234,23724,23053,37401,50526,58251,42757,30679,6012,7997,10508,6168,29974,705,14299,15994,347,8966,9313,2242,1500,742,68,451,744,680,246,53,1325,758,88,54,17,11370
11470510,1115051,목1동,6021,4747.5,4002,4524,3548,4053,7947629119,4163729501,406081092,1889031853,3087792502,2135571691,8194026697,1.77E+11,2.47E+11,44357495909,4.76E+11,27345,519801,630631,564247,1742024,25,1008,531,1720,1278,4110,3919,945,550,777,3069,520,912,691,52,874,21000,10711,12309,14787,51540,42466,19669,25008,33691,41177,49850,45146,30432,7560,5917,11581,5377,30285,147,14655,15808,132,7368,7500,2961,1814,1147,69,522,1034,932,347,57,2000,837,67,49,8,11622
11470520,1115052,목2동,6008,4556,3833,4381,3432,3921,1385122001,1702259134,407901988,807160728,689991804,489481176,1198707247,43587659417,65710805040,18640612616,1.29E+11,18443,411339,256187,135735,821704,15,424,17,347,57,746,126,439,139,95,428,180,60,109,95,363,3625,3712,7566,7131,28502,23518,10867,12593,28079,23074,18999,23918,29430,3699,9727,9167,6838,29213,217,14289,15210,586,2889,3475,1158,724,434,25,138,296,440,226,33,987,109,9,50,3,8720
11470530,1115053,목3동,5875,4880.5,3790,4760,3644,4236,1512532656,2616575533,189287180,601950209,1748353777,301966038,1634373227,55756564012,86204624248,36682152771,1.80E+11,14084,268941,206761,110027,599813,9,141,61,283,90,928,46,426,53,442,480,108,51,163,158,400,3841,2792,5487,5579,22214,18159,8210,9829,18922,17505,16660,19551,21587,2494,7076,6528,5493,21446,141,10318,11318,555,2243,2798,1213,703,510,29,160,320,463,200,41,1082,78,15,34,4,6413
11470540,1115054,목4동,6785,6161.5,5236,6252,4511,5492,1370272493,1610699763,82419600,331316807,1201750227,1595681902,1655027487,33628402795,1.08E+11,24088673432,1.67E+11,8594,120153,98990,49905,277642,9,137,19,775,47,733,19,345,99,8,599,68,65,14,195,339,3522,4380,4904,5972,22097,18075,8677,10003,20616,17442,15616,18626,24810,4141,6564,8952,5155,24649,161,12202,12727,637,2833,3470,1328,723,605,22,175,374,490,233,34,1195,72,6,53,2,7340
11470550,1115071,목5동,5525,3895,3340,3677,3127,3431,1867859776,2328566365,272395155,504266220,1475230920,5199422710,4341327368,47041964897,2.15E+11,29053248620,2.96E+11,5583,138611,167451,116752,428397,32,886,90,2745,269,843,363,2148,583,100,961,231,8,193,46,387,10052,12202,9407,12107,46465,37049,17212,22881,39675,35803,34516,38203,40673,10162,7575,15287,7651,40575,98,20150,20537,45,12390,12435,1576,900,676,31,265,527,520,204,29,1263,225,24,49,15,14436
11470560,1115057,신월1동,5783,4265,3624,4065,3355,3734,1239672046,1633179303,94538356,539899383,597815695,132083251,859575467,36162583202,61969473503,24559142837,1.24E+11,5794,62074,42586,21954,132408,9,317,49,201,61,1088,0,372,83,35,552,94,356,101,919,352,4624,1691,3864,4579,18310,14304,6967,7259,16386,13801,12612,14416,20207,1975,5107,6473,6657,19943,264,10348,9832,1106,1330,2436,1747,1113,634,24,165,441,691,355,71,1563,113,6,60,5,8212
11470570,1115058,신월2동,5493,3911.5,3358,3692,3074,3417,707993751,1462487891,51403182,486129320,559359100,229365767,400339879,22773166919,46399295619,20348282305,89921084722,7020,74107,68767,51592,201486,10,341,18,445,34,624,36,370,115,73,265,52,255,37,449,209,3349,2588,3709,4025,17067,13503,6367,7331,14450,13333,12523,13706,20523,2951,5130,6484,5960,20368,155,9964,10411,273,3882,4155,1238,880,358,22,130,285,502,269,30,1063,102,10,57,6,6865
11470580,1115059,신월3동,5871,4236.5,3544,4087,3333,3734,411869956,1142473440,24183496,225775757,453886062,64083000,768244495,17903419121,29071419935,11539756594,59282840145,5276,36553,38142,20266,100237,10,129,43,596,26,777,7,259,33,27,314,15,701,77,638,124,3766,1980,3571,4197,16503,13048,6440,6688,13352,13178,12592,13068,14839,1709,3811,4629,4691,14654,185,7784,7011,1147,1167,2314,974,688,286,16,91,240,376,207,44,822,102,12,27,11,5732
11470590,1115060,신월4동,5805,4260,3623,4072,3340,3736,1273585363,622721870,43555411,279847156,607042499,396271416,624758659,23098922306,43470418730,13702921975,80897021670,6286,74930,59060,32838,173114,9,702,13,262,38,483,0,397,90,10,420,51,667,10,248,357,3748,2451,2848,3469,14140,11198,5219,6238,12962,10637,9623,11571,17666,2771,4079,5736,5085,17569,97,8607,9070,177,3416,3593,1134,741,393,15,127,258,444,253,37,1012,58,7,55,2,6444
11470600,1115061,신월5동,5690,4253,3457,4027,3293,3695,954493464,1377263130,261097933,276742255,498755114,272886172,821867100,23743821908,46512007347,17217249403,88294945758,4778,53045,44766,23071,125660,12,167,139,380,20,656,10,408,19,804,383,78,227,11,493,308,4103,1883,2481,2711,11198,8987,4306,4834,9725,9234,8179,8810,14381,1921,3953,4567,3941,14263,118,7147,7242,470,1457,1927,998,662,336,23,100,247,429,173,26,874,73,8,35,8,4559
11470610,1115062,신월6동,5585,4034.5,3339,3832,3188,3538,328295731,667052675,46953973,199473026,491185619,99627058,473156143,10302377708,24997887235,12110864737,47884285823,6331,67715,53083,24972,152101,13,256,13,261,44,379,20,239,56,122,216,51,210,22,200,152,2272,618,1159,1333,5157,4067,1967,2170,3937,3972,4054,4306,13934,2678,3751,4403,3105,13874,60,6717,7041,54,4413,4467,1575,1333,242,9,64,237,672,508,85,1480,63,11,18,3,6805
11470611,1115063,신월7동,6260,5681.5,4601,5666,4110,4971,884120282,805489900,46456227,620585679,807965112,204644413,917029922,28184434377,42234657374,14501286838,85837408511,10075,81072,57544,28807,177498,18,241,660,338,35,635,8,500,107,56,380,160,1246,15,510,196,5097,2583,3790,4794,19500,15128,7387,7951,15771,14848,13978,15914,19014,1938,4767,5906,6403,18880,134,9330,9788,66,3291,3357,1375,934,441,20,125,327,539,300,64,1188,106,6,69,6,6241
11470620,1115064,신정1동,6438,5483,4199,5440,4047,4811,1245218517,841808682,145723216,318755212,676226738,1247372615,1444661100,24367138630,73200292208,17246817921,1.16E+11,3865,61200,66625,41940,173630,25,87,883,639,65,673,23,356,265,39,599,99,26,290,117,349,4510,4081,4221,5379,19819,15895,7426,9327,16311,15267,14992,17010,19915,4459,3973,7281,4205,19813,102,9659,10202,287,5440,5727,1116,611,505,25,132,322,399,189,49,966,84,18,39,9,8262
11470630,1115065,신정2동,5912,4592.5,3806,4443,3538,4027,1440700203,1008427467,86568399,453085315,791192814,1741891856,1267344460,26829455735,98293044079,17361646906,1.44E+11,1372,36998,35856,21800,96026,11,65,17,1012,39,623,7,244,166,54,486,84,32,111,72,267,3279,3636,3768,4820,17694,14045,6533,8430,15735,13467,12472,14504,18928,4001,3797,6956,4178,18834,94,9297,9681,312,5244,5556,1088,636,452,21,161,324,385,173,24,960,70,12,42,4,6345
11470640,1115066,신정3동,5863,4180.5,3505,4003,3287,3655,1697396296,2995910274,247685589,448279092,2174634625,939640582,3013690514,59409111113,1.21E+11,36847599971,2.20E+11,23165,369417,272764,126729,792075,59,901,114,1187,105,860,95,1142,315,121,587,136,1928,119,310,398,8318,9614,11130,13030,52628,41730,19485,23720,47817,41708,35620,41773,50568,8931,12225,17267,12155,50228,340,24346,25878,549,13635,14184,2013,1339,674,39,219,494,779,414,68,1692,210,24,71,16,16082
11470650,1115072,신정4동,6659,5953.5,5142,6012,4345,5270,4027552703,4618976725,630172114,1034804526,2756203065,1492086681,5386210093,1.17E+11,1.92E+11,55821180573,3.71E+11,26524,328695,261028,218540,834787,14,794,72,1092,227,2312,136,1753,319,1004,1442,250,883,975,577,905,12763,5660,9497,10016,39434,32182,15516,16791,35356,31920,29430,32020,32908,3411,10234,10303,8963,32273,635,15826,16689,1289,1923,3212,3081,1971,1110,68,420,875,1038,559,121,2535,388,53,99,6,9013
11470670,1115069,신정6동,6128,5142,4041,5025,3791,4472,753302808,822216609,146185569,294468336,281334975,2260547238,1472253787,19592981736,86071430709,11178739819,1.18E+11,2109,49380,61707,47395,160591,24,55,1829,1173,128,356,14,359,194,124,192,101,0,132,0,206,5127,5326,5239,6837,25372,20125,9211,12180,22338,20121,17884,20158,24028,5358,5233,8752,4689,24007,21,11751,12413,367,7214,7581,738,444,294,21,122,219,251,101,24,579,92,16,37,14,8837
11470680,1115070,신정7동,6260,5151,3988,5039,3753,4465,1302551921,1752784607,88230010,561497654,1250432629,1134409392,2266069908,34406089172,93320940492,20914197292,1.51E+11,7767,169809,118923,50772,347271,28,98,96,763,54,545,6,421,229,0,362,97,790,24,143,274,3902,5141,5110,6901,27462,21229,9661,12649,21958,20620,20203,22136,28502,4889,6013,9811,7795,28345,157,13743,14758,58,10653,10711,984,658,326,21,105,272,371,181,34,844,73,20,39,8,9229
11500510,1116051,염창동,6123,4671.5,3847,4435,3359,3913,2640164992,3139016635,409874545,966861211,1489634947,914173626,2203116535,75662834277,1.24E+11,29533852339,2.32E+11,7832,119290,142203,134206,403531,36,1478,47,844,233,2755,2035,914,856,197,1118,140,1404,872,705,968,14897,6136,9957,9467,36299,30569,14621,16312,33627,30351,27079,31220,41511,8023,12673,13488,7329,41378,133,20032,21524,86,11882,11968,2190,1476,714,51,232,631,841,370,65,1472,596,23,85,14,15455
11500520,1116052,등촌1동,5904,4663,4140,4500,3522,4050,2641082524,2585407152,638035919,1205913738,1345973170,430170229,1954439934,89032800035,97151548029,23025920268,2.11E+11,6354,150334,146782,106670,410140,15,1293,300,299,245,1966,1044,798,347,874,999,171,1492,785,906,916,12457,2687,8672,6358,26078,22727,10589,11312,24069,22693,21773,22374,24996,2474,11488,6510,4531,24773,223,11419,13350,183,4633,4816,1880,1269,611,51,243,564,684,273,65,1230,561,24,60,5,9130
11500530,1116053,등촌2동,5811,4649.5,3606,4392,3373,3918,708635566,748951541,34198003,185394801,477713536,185411688,650097316,19808223162,30804847950,9698274818,60961443246,7377,83208,81284,48412,220281,9,63,120,703,27,585,48,263,58,38,328,64,234,79,117,265,2992,2864,4715,4608,19344,15800,7289,8480,18756,16018,13144,15280,19739,2463,6208,6004,5065,19617,122,9621,10167,491,2717,3208,727,464,263,14,83,188,286,129,27,595,71,17,36,8,6853
11500535,1116054,등촌3동,6954,5974.5,4917,5588,4264,4950,3052051611,10433903780,218088294,1086037833,1538367982,1004704023,4808483931,1.45E+11,2.22E+11,51695450579,4.23E+11,21639,367430,360759,226086,975914,47,1095,73,1639,688,3006,519,1727,541,4873,1935,295,878,563,340,652,18824,5562,12536,12108,49772,40137,18491,21503,36627,40592,44317,39011,29813,3189,8071,8326,10234,29651,162,14201,15777,10,13287,13297,2425,1604,821,52,316,759,842,387,69,1668,608,58,78,13,8933
11500540,1116073,화곡1동,5523,3846.5,3271,3629,3011,3332,5052361867,4647292037,852775620,1076581592,2672443027,341474250,4326075184,1.65E+11,1.46E+11,48768158419,3.63E+11,5958,71985,45947,19880,143770,27,1129,69,474,99,1718,65,1027,230,409,1750,220,66,61,674,669,8660,5563,15945,14084,57738,48049,22477,24192,53786,46492,42393,49523,52730,4553,20442,14870,12869,51788,942,25123,26603,1240,5986,7226,3076,1891,1185,76,463,749,1084,586,118,2718,223,21,106,8,15950
11500550,1116057,화곡2동,5478,3890,3216,3692,3100,3411,418967664,654208416,14199070,192973800,295579796,391590427,295221544,14785168826,24466551427,6522522863,46069464660,3220,26617,48797,51887,130521,29,124,14,363,0,913,0,160,17,0,155,39,33,6,161,192,2177,2052,3494,3854,15195,12304,5775,6526,14355,11866,10487,12507,17698,2230,5258,5769,4441,17420,278,8504,9080,661,338,999,821,528,293,13,118,224,285,154,27,716,70,3,30,2,4892
11500560,1116058,화곡3동,5696,4565,4120,4437,3385,3948,2301349153,2361420514,193379160,435268871,1229075840,606192791,4100519754,67655959909,81869496272,26491786012,1.80E+11,4972,65021,56722,30179,156894,9,300,37,358,475,615,51,456,152,337,633,114,22,64,178,332,4124,3641,5648,5708,24975,19846,9107,10882,20565,18909,18493,21416,21489,2659,6328,6351,6153,21352,137,10228,11250,478,3463,3941,1174,727,447,31,159,313,438,192,41,1002,116,16,37,3,6429
11500570,1116059,화곡4동,5403,3869.5,3335,3669,3077,3388,1392471958,2292247495,110648340,389684732,787846620,185400719,1224730729,47527110805,71132203670,28577535763,1.48E+11,13161,164255,157628,100137,435181,30,110,59,364,59,927,18,373,28,14,514,104,63,43,230,322,3239,3073,4817,5079,21255,16977,7723,9393,19544,16588,14401,17376,20327,2186,5758,6501,5883,20052,275,9944,10348,831,694,1525,1401,857,544,25,161,342,526,275,72,1262,74,12,48,5,5822
11500590,1116055,화곡본동,5459,3882.5,3281,3693,3025,3373,1898026711,2121810607,382225003,463889278,1252556611,325491834,1588627565,70745848954,81549543447,28119095384,1.82E+11,50922,448926,659911,718364,1878123,25,274,52,452,55,670,20,615,72,34,664,71,43,52,195,233,3502,4373,9134,7923,33886,28119,13105,14555,33907,27474,22691,28406,33950,3909,12196,10124,7730,33572,378,16336,17526,730,1064,1794,1335,812,523,20,176,351,457,272,59,1200,68,15,45,7,9158
11500591,1116061,화곡6동,5803,4478.5,3899,4265,3367,3846,3804165805,2369516313,445744601,873517389,1056966194,319342787,2861050796,97704485067,86607325949,28953003760,2.16E+11,7406,66247,85217,90987,249857,29,699,1240,635,842,1934,142,774,257,630,1774,190,703,534,177,476,11013,2435,6790,6306,24694,20668,9781,10334,22694,20626,18381,20972,25270,2551,9100,7285,6337,25000,270,12020,13017,560,3117,3677,1818,1155,663,48,291,462,636,306,75,1445,269,49,47,8,7857
11500593,1116063,화곡8동,5493,3932,3316,3730,3082,3418,1747582517,1631435341,163716815,347961202,1504652753,167071719,1064652002,54524488934,66488440608,31062972567,1.53E+11,8704,96546,84091,67073,256414,26,78,15,88,57,716,159,435,81,123,428,66,15,67,35,208,2571,5311,10232,10178,40202,33134,15389,17576,37140,31383,29421,34590,24308,2495,7779,7397,6640,23910,398,11674,12491,652,734,1386,1167,702,465,25,177,298,408,229,30,1058,52,16,39,2,6086
11500603,1116064,가양1동,6073,4970.5,4193,4765,3598,4248,4018003301,2606842495,555166559,714090459,1169840454,366598318,2025499298,1.04E+11,1.01E+11,23288442799,2.30E+11,20969,390831,488208,407601,1307609,59,1875,14,515,254,2710,769,213,392,579,585,130,1318,501,481,464,11093,5275,19516,15800,54300,49555,25271,22178,40271,51715,58797,47439,34370,3210,16928,8742,5495,34096,274,15587,18602,84,6733,6817,1458,1056,402,29,174,448,546,237,24,913,471,21,46,7,25200
11500604,1116065,가양2동,5712,4317,3736,4065,3199,3648,491317784,1639184168,43696803,360257094,1412425628,28798945,742482183,39373622560,39014680123,20065600630,99196385496,1676,21232,24919,14417,62244,12,51,19,285,45,563,23,701,230,298,201,84,29,61,95,291,2982,1277,3965,4036,19327,14515,6775,7530,13227,14785,15007,15040,13847,872,3700,3166,6112,13756,91,6545,7321,402,7082,7484,652,426,226,14,77,165,235,141,20,471,108,25,40,8,4028
11500605,1116066,가양3동,6034,4187.5,3317,4012,3288,3679,413711296,405717162,168254869,210806177,514475539,80315170,238145478,15428708134,21342472847,9127299838,46136626297,1394,23000,23823,12147,60364,17,423,466,330,6,1732,577,261,202,154,222,29,590,532,629,275,6428,1006,3310,3227,13434,10676,5098,5393,12008,11055,9653,9987,14560,1100,4382,3775,5306,14465,95,6788,7843,466,7454,7920,888,700,188,15,74,265,346,156,32,510,330,11,28,9,6113
11500611,1116067,발산1동,5903,4445.5,3626,4401,3466,3965,2361967149,3174965777,560699107,944869937,1845208102,1627182020,4756052877,87636297995,2.05E+11,61322200773,3.59E+11,14019,316300,288034,135092,753445,63,316,158,1716,319,2760,20,1028,258,296,947,176,1593,83,280,578,10586,9323,10597,11228,44012,35824,16753,20832,34696,38085,36613,33901,36212,7489,8186,12769,7772,35919,293,16973,19055,242,9143,9385,2288,1534,754,36,264,649,839,407,93,1763,393,44,77,11,13878
11500615,1116074,우장산동,6030,5017,4139,4897,3679,4346,1846723113,2989426637,101983651,732940933,2193512245,1360717102,2213625957,69027559221,1.26E+11,35672543340,2.33E+11,15125,241354,384076,324055,964610,27,198,18,801,337,997,59,898,383,100,667,126,192,122,97,678,5749,6638,9705,10216,39264,32342,14781,18134,31667,32190,31889,33620,43725,8796,10370,15353,9213,43515,210,20247,22151,431,9529,9960,1623,970,653,39,255,440,539,274,76,1371,158,23,65,6,13888
11500620,1116069,공항동,5771,3991,3495,3788,3144,3501,3027241760,2477100713,254884951,628804880,835443920,124967163,1988033549,75675345017,74836548216,21843375207,1.74E+11,14915,198787,174891,105500,494093,62,583,276,426,113,1517,38,410,82,609,1193,147,26926,75,356,448,33258,6381,10475,10522,39469,33611,17215,16212,31720,36260,35634,30830,30724,5375,9211,9481,6658,30194,530,15348,15068,1329,3044,4373,1885,1294,591,44,230,564,691,299,57,1344,444,29,51,17,11752
11500630,1116070,방화1동,5934,4520,3670,4320,3420,3919,2763480335,3252640904,218403511,1094311751,1943043048,835646626,2344686787,89304728776,1.32E+11,50722920638,2.75E+11,12316,196919,192641,123320,525196,42,281,16,591,90,1249,50,805,356,599,825,117,849,47,339,611,6840,6624,9123,10281,40068,32634,15620,17431,35135,32043,29890,33469,42746,7693,10696,13896,10467,42512,234,20777,21891,916,10024,10940,3549,2646,903,44,316,746,1387,908,148,3218,206,19,99,7,15154
11500640,1116071,방화2동,5762,4165,3482,3926,3230,3604,1572388796,1293483389,157250946,595264653,709034175,191713563,924592731,34677597103,53321156619,22148645638,1.11E+11,15828,296246,424186,326106,1062366,35,599,153,337,49,2139,138,480,191,365,1335,138,3585,236,222,394,10433,3076,8084,8287,31708,25853,12800,12781,23178,25922,29080,25233,23251,2399,7058,6638,7160,22997,254,11448,11698,1218,3922,5140,2003,1234,769,43,304,491,729,350,86,1500,383,28,81,11,10023
11500641,1116072,방화3동,5869,4518.5,3787,4308,3366,3875,930535493,564432383,52117179,236126196,457218381,150025622,530839465,19924662533,25979767661,8630306837,55065576496,7012,113708,82533,30869,234122,20,83,138,461,77,302,39,248,266,203,276,85,1063,310,24,225,3866,2583,4564,5131,21581,16826,8101,8831,18397,16884,15285,16740,22445,2525,5627,6606,7691,22320,125,10829,11605,117,8921,9038,913,647,266,10,85,213,384,185,36,717,115,17,50,14,7419
11530510,1117051,신도림동,6355,5098,4308,4931,3751,4386,4261674490,5022700949,92373106,635515215,1670204702,1202818799,2865866598,1.49E+11,1.39E+11,31731080017,3.23E+11,58765,678954,736046,630979,2104744,41,757,46,1009,1197,2729,658,471,352,1386,1811,197,173,534,1859,362,13547,6826,10335,10778,39987,33638,15558,18409,32790,33011,34303,34448,36081,6686,10109,11845,7445,35769,312,17379,18513,278,10552,10830,2699,1938,761,74,341,702,1030,450,102,2023,576,29,58,13,12683
11530520,1117052,구로1동,6028,4688.5,3974,4504,3506,4058,524895335,1302980591,157973029,322250374,347123324,332637653,555573586,21967805275,45276327130,11627527050,79427233041,1600,54965,35429,16867,108861,20,73,42,426,29,359,43,184,168,401,204,53,211,24,172,193,2582,3897,4747,5022,20176,16503,7912,9012,18494,16759,14492,16265,20816,3572,6125,6657,4463,20583,233,10115,10580,62,6700,6762,722,476,246,10,91,195,260,143,23,601,76,5,32,8,17323
11530530,1117071,구로2동,5371,3756.5,3164,3600,2998,3328,2573458016,2638630826,309348308,828646969,3015326200,182735440,951327231,62374340175,1.37E+11,51927980082,2.52E+11,28343,282548,291718,194309,796918,37,1086,1728,403,327,12706,233,2876,336,1598,1451,164,385,1103,2258,1001,27695,2912,9535,12805,42113,34211,17356,16331,31742,35453,37027,32623,29633,2601,7149,10546,9342,22966,6667,11698,11493,2672,1962,4634,7860,6130,1730,73,817,2585,2903,1206,276,5932,1790,57,72,9,10725
11530540,1117054,구로3동,5715,4276,3525,3933,3136,3571,8621886700,8384341318,589689209,4282866439,2221425720,554064805,4125962011,2.97E+11,2.01E+11,49996620463,5.52E+11,73088,845142,826812,837820,2582862,42,2163,258,1578,2669,8342,25215,921,1274,9592,3406,341,799,10420,10985,1274,79253,2547,16078,14403,44264,40797,21980,16669,28508,44550,54774,35357,25017,2523,9613,7594,5288,23406,1611,12143,11385,175,5481,5656,6797,5387,1410,153,979,2475,2292,754,144,2747,3800,153,84,13,9527
11530550,1117055,구로4동,5638,3927.5,3197,3797,3121,3474,2449131376,2552855566,112998047,473817954,2640374966,419569818,1284123897,65901739034,1.21E+11,46300265892,2.35E+11,6003,61964,83158,63827,214952,20,76,70,303,111,1255,98,623,197,280,840,110,44,225,104,383,4747,1742,4668,6508,22478,17872,8836,8865,18424,16781,17049,19233,22922,1918,6132,7646,7226,19091,3831,9305,9960,717,6027,6744,1996,1094,902,46,225,513,713,402,97,1749,141,32,61,13,6584
11530560,1117056,구로5동,5897,4474,3728,4251,3305,3808,5855788665,5139239563,643918499,1100534045,2529470030,265010687,3687135340,1.83E+11,1.76E+11,47790633420,4.11E+11,28185,213441,254486,230755,726867,34,1337,118,717,2488,3653,1218,1502,846,4056,1862,236,1118,1179,885,1339,22554,3682,11284,11028,39621,33790,16208,16604,30279,33553,36420,34907,31829,3251,11336,9534,7709,29328,2501,14184,15171,1018,6811,7829,4812,3511,1301,107,673,1294,1632,932,174,3700,936,61,100,15,10322
11530595,1117070,가리봉동,5209,3491,3020,3430,2857,3181,750104456,1572522865,104275375,372496681,287674478,24575506,367426423,24811505801,43115007702,10926915231,79220855157,10320,62297,71408,57284,201309,10,153,0,128,38,495,17,476,13,127,526,113,0,38,108,245,2477,424,4159,4204,13147,11512,6450,4520,11547,11599,11590,11311,12662,673,3747,4622,3624,8955,3707,4892,4048,997,114,1111,946,529,417,24,92,238,338,190,64,852,48,14,29,3,2769
