"동별","연령별","항목","단위","2023. 1/4",
"역촌동","35~39세","외국인","","66",
"역촌동","40~44세","계","","3536",
"역촌동","40~44세","한국인","","3486",
"역촌동","40~44세","외국인","","50",
"역촌동","45~49세","계","","3443",
"역촌동","45~49세","한국인","","3423",
"역촌동","45~49세","외국인","","20",
"역촌동","50~54세","계","","4082",
"역촌동","50~54세","한국인","","4045",
"역촌동","50~54세","외국인","","37",
"역촌동","55~59세","계","","3586",
"역촌동","55~59세","한국인","","3555",
"역촌동","55~59세","외국인","","31",
"역촌동","60~64세","계","","3721",
"역촌동","60~64세","한국인","","3702",
"역촌동","60~64세","외국인","","19",
"역촌동","65~69세","계","","2950",
"역촌동","65~69세","한국인","","2937",
"역촌동","65~69세","외국인","","13",
"역촌동","70~74세","계","","2212",
"역촌동","70~74세","한국인","","2208",
"역촌동","70~74세","외국인","","4",
"역촌동","75~79세","계","","1698",
"역촌동","75~79세","한국인","","1697",
"역촌동","75~79세","외국인","","1",
"역촌동","80~84세","계","","1276",
"역촌동","80~84세","한국인","","1272",
"역촌동","80~84세","외국인","","4",
"역촌동","85~89세","계","","541",
"역촌동","85~89세","한국인","","539",
"역촌동","85~89세","외국인","","2",
"역촌동","90~94세","계","","150",
"역촌동","90~94세","한국인","","150",
"역촌동","90~94세","외국인","","0",
"역촌동","95~99세","계","","27",
"역촌동","95~99세","한국인","","27",
"역촌동","95~99세","외국인","","0",
"역촌동","100세 이상","계","","6",
"역촌동","100세 이상","한국인","","6",
"역촌동","100세 이상","외국인","","0",
"천연동","계","계","","16895",
"천연동","계","한국인","","16691",
"천연동","계","외국인","","204",
"천연동","0~4세","계","","514",
"천연동","0~4세","한국인","","513",
"천연동","0~4세","외국인","","1",
"천연동","5~9세","계","","576",
"천연동","5~9세","한국인","","573",
"천연동","5~9세","외국인","","3",
"천연동","10~14세","계","","608",
"천연동","10~14세","한국인","","599",
"천연동","10~14세","외국인","","9",
"천연동","15~19세","계","","715",
"천연동","15~19세","한국인","","711",
"천연동","15~19세","외국인","","4",
"천연동","20~24세","계","","892",
"천연동","20~24세","한국인","","878",
"천연동","20~24세","외국인","","14",
"천연동","25~29세","계","","1113",
"천연동","25~29세","한국인","","1079",
"천연동","25~29세","외국인","","34",
"천연동","30~34세","계","","1085",
"천연동","30~34세","한국인","","1069",
"천연동","30~34세","외국인","","16",
"천연동","35~39세","계","","1203",
"천연동","35~39세","한국인","","1184",
"천연동","35~39세","외국인","","19",
"천연동","40~44세","계","","1236",
"천연동","40~44세","한국인","","1210",
"천연동","40~44세","외국인","","26",
"천연동","45~49세","계","","1274",
"천연동","45~49세","한국인","","1262",
"천연동","45~49세","외국인","","12",
"천연동","50~54세","계","","1594",
"천연동","50~54세","한국인","","1574",
"천연동","50~54세","외국인","","20",
"천연동","55~59세","계","","1379",
"천연동","55~59세","한국인","","1362",
"천연동","55~59세","외국인","","17",
"천연동","60~64세","계","","1398",
"천연동","60~64세","한국인","","1386",
"천연동","60~64세","외국인","","12",
"천연동","65~69세","계","","1000",
"천연동","65~69세","한국인","","991",
"천연동","65~69세","외국인","","9",
"천연동","70~74세","계","","726",
"천연동","70~74세","한국인","","720",
"천연동","70~74세","외국인","","6",
"천연동","75~79세","계","","611",
"천연동","75~79세","한국인","","611",
"천연동","75~79세","외국인","","0",
"천연동","80~84세","계","","573",
"천연동","80~84세","한국인","","572",
"천연동","80~84세","외국인","","1",
"천연동","85~89세","계","","288",
"천연동","85~89세","한국인","","288",
"천연동","85~89세","외국인","","0",
"천연동","90~94세","계","","93",
"천연동","90~94세","한국인","","92",
"천연동","90~94세","외국인","","1",
"천연동","95~99세","계","","14",
"천연동","95~99세","한국인","","14",
"천연동","95~99세","외국인","","0",
"천연동","100세 이상","계","","3",
"천연동","100세 이상","한국인","","3",
"천연동","100세 이상","외국인","","0",
"홍제1동","계","계","","25072",
"홍제1동","계","한국인","","24818",
"홍제1동","계","외국인","","254",
"홍제1동","0~4세","계","","703",
"홍제1동","0~4세","한국인","","698",
"홍제1동","0~4세","외국인","","5",
"홍제1동","5~9세","계","","843",
"홍제1동","5~9세","한국인","","835",
"홍제1동","5~9세","외국인","","8",
"홍제1동","10~14세","계","","835",
"홍제1동","10~14세","한국인","","832",
"홍제1동","10~14세","외국인","","3",
"홍제1동","15~19세","계","","997",
"홍제1동","15~19세","한국인","","993",
"홍제1동","15~19세","외국인","","4",
"홍제1동","20~24세","계","","1404",
"홍제1동","20~24세","한국인","","1389",
"홍제1동","20~24세","외국인","","15",
"홍제1동","25~29세","계","","1777",
"홍제1동","25~29세","한국인","","1740",
"홍제1동","25~29세","외국인","","37",
"홍제1동","30~34세","계","","1779",
"홍제1동","30~34세","한국인","","1752",
"홍제1동","30~34세","외국인","","27",
"홍제1동","35~39세","계","","1809",
"홍제1동","35~39세","한국인","","1782",
"홍제1동","35~39세","외국인","","27",
"홍제1동","40~44세","계","","1851",
"홍제1동","40~44세","한국인","","1827",
"홍제1동","40~44세","외국인","","24",
"홍제1동","45~49세","계","","1901",
"홍제1동","45~49세","한국인","","1894",
"홍제1동","45~49세","외국인","","7",
"홍제1동","50~54세","계","","2299",
"홍제1동","50~54세","한국인","","2285",
"홍제1동","50~54세","외국인","","14",
"홍제1동","55~59세","계","","1911",
"홍제1동","55~59세","한국인","","1887",
"홍제1동","55~59세","외국인","","24",
"홍제1동","60~64세","계","","2042",
"홍제1동","60~64세","한국인","","2017",
"홍제1동","60~64세","외국인","","25",
"홍제1동","65~69세","계","","1653",
"홍제1동","65~69세","한국인","","1640",
"홍제1동","65~69세","외국인","","13",
"홍제1동","70~74세","계","","1095",
"홍제1동","70~74세","한국인","","1087",
"홍제1동","70~74세","외국인","","8",
"홍제1동","75~79세","계","","908",
"홍제1동","75~79세","한국인","","903",
"홍제1동","75~79세","외국인","","5",
"홍제1동","80~84세","계","","781",
"홍제1동","80~84세","한국인","","778",
"홍제1동","80~84세","외국인","","3",
"홍제1동","85~89세","계","","356",
"홍제1동","85~89세","한국인","","353",
"홍제1동","85~89세","외국인","","3",
"홍제1동","90~94세","계","","100",
"홍제1동","90~94세","한국인","","99",
"홍제1동","90~94세","외국인","","1",
"홍제1동","95~99세","계","","25",
"홍제1동","95~99세","한국인","","24",
"홍제1동","95~99세","외국인","","1",
"홍제1동","100세 이상","계","","3",
"홍제1동","100세 이상","한국인","","3",
"홍제1동","100세 이상","외국인","","0",
"홍제3동","계","계","","17894",
"홍제3동","계","한국인","","17724",
"홍제3동","계","외국인","","170",
"홍제3동","0~4세","계","","474",
"홍제3동","0~4세","한국인","","473",
"홍제3동","0~4세","외국인","","1",
"홍제3동","5~9세","계","","565",
"홍제3동","5~9세","한국인","","562",
"홍제3동","5~9세","외국인","","3",
"홍제3동","10~14세","계","","472",
"홍제3동","10~14세","한국인","","470",
"홍제3동","10~14세","외국인","","2",
"홍제3동","15~19세","계","","670",
"홍제3동","15~19세","한국인","","668",
"홍제3동","15~19세","외국인","","2",
"홍제3동","20~24세","계","","1057",
"홍제3동","20~24세","한국인","","1050",
"홍제3동","20~24세","외국인","","7",
"홍제3동","25~29세","계","","1198",
"홍제3동","25~29세","한국인","","1180",
"홍제3동","25~29세","외국인","","18",
"홍제3동","30~34세","계","","1308",
"홍제3동","30~34세","한국인","","1286",
"홍제3동","30~34세","외국인","","22",
"홍제3동","35~39세","계","","1219",
"홍제3동","35~39세","한국인","","1195",
"홍제3동","35~39세","외국인","","24",
"홍제3동","40~44세","계","","1201",
"홍제3동","40~44세","한국인","","1188",
"홍제3동","40~44세","외국인","","13",
"홍제3동","45~49세","계","","1191",
"홍제3동","45~49세","한국인","","1185",
"홍제3동","45~49세","외국인","","6",
"홍제3동","50~54세","계","","1646",
"홍제3동","50~54세","한국인","","1625",
"홍제3동","50~54세","외국인","","21",
"홍제3동","55~59세","계","","1450",
"홍제3동","55~59세","한국인","","1434",
"홍제3동","55~59세","외국인","","16",
"홍제3동","60~64세","계","","1454",
"홍제3동","60~64세","한국인","","1434",
"홍제3동","60~64세","외국인","","20",
"홍제3동","65~69세","계","","1273",
"홍제3동","65~69세","한국인","","1260",
"홍제3동","65~69세","외국인","","13",
"홍제3동","70~74세","계","","873",
"홍제3동","70~74세","한국인","","871",
"홍제3동","70~74세","외국인","","2",
"홍제3동","75~79세","계","","751",
"홍제3동","75~79세","한국인","","751",
"홍제3동","75~79세","외국인","","0",
"홍제3동","80~84세","계","","689",
"홍제3동","80~84세","한국인","","689",
"홍제3동","80~84세","외국인","","0",
"홍제3동","85~89세","계","","303",
"홍제3동","85~89세","한국인","","303",
"홍제3동","85~89세","외국인","","0",
"홍제3동","90~94세","계","","81",
"홍제3동","90~94세","한국인","","81",
"홍제3동","90~94세","외국인","","0",
"홍제3동","95~99세","계","","17",
"홍제3동","95~99세","한국인","","17",
"홍제3동","95~99세","외국인","","0",
"홍제3동","100세 이상","계","","2",
"홍제3동","100세 이상","한국인","","2",
"홍제3동","100세 이상","외국인","","0",
"홍제2동","계","계","","13388",
"홍제2동","계","한국인","","13284",
"홍제2동","계","외국인","","104",
"홍제2동","0~4세","계","","304",
"홍제2동","0~4세","한국인","","303",
"홍제2동","0~4세","외국인","","1",
"홍제2동","5~9세","계","","355",
"홍제2동","5~9세","한국인","","355",
"홍제2동","5~9세","외국인","","0",
"홍제2동","10~14세","계","","423",
"홍제2동","10~14세","한국인","","422",
"홍제2동","10~14세","외국인","","1",
"홍제2동","15~19세","계","","495",
"홍제2동","15~19세","한국인","","493",
"홍제2동","15~19세","외국인","","2",
"홍제2동","20~24세","계","","744",
"홍제2동","20~24세","한국인","","737",
"홍제2동","20~24세","외국인","","7",
"홍제2동","25~29세","계","","895",
"홍제2동","25~29세","한국인","","883",
"홍제2동","25~29세","외국인","","12",
"홍제2동","30~34세","계","","1008",
"홍제2동","30~34세","한국인","","993",
"홍제2동","30~34세","외국인","","15",
"홍제2동","35~39세","계","","831",
"홍제2동","35~39세","한국인","","820",
"홍제2동","35~39세","외국인","","11",
"홍제2동","40~44세","계","","885",
"홍제2동","40~44세","한국인","","875",
"홍제2동","40~44세","외국인","","10",
"홍제2동","45~49세","계","","911",
"홍제2동","45~49세","한국인","","897",
"홍제2동","45~49세","외국인","","14",
"홍제2동","50~54세","계","","1255",
"홍제2동","50~54세","한국인","","1246",
"홍제2동","50~54세","외국인","","9",
"홍제2동","55~59세","계","","1160",
"홍제2동","55~59세","한국인","","1153",
"홍제2동","55~59세","외국인","","7",
"홍제2동","60~64세","계","","1269",
"홍제2동","60~64세","한국인","","1267",
"홍제2동","60~64세","외국인","","2",
"홍제2동","65~69세","계","","925",
"홍제2동","65~69세","한국인","","918",
"홍제2동","65~69세","외국인","","7",
"홍제2동","70~74세","계","","658",
"홍제2동","70~74세","한국인","","656",
"홍제2동","70~74세","외국인","","2",
"홍제2동","75~79세","계","","531",
"홍제2동","75~79세","한국인","","530",
"홍제2동","75~79세","외국인","","1",
"홍제2동","80~84세","계","","454",
"홍제2동","80~84세","한국인","","453",
"홍제2동","80~84세","외국인","","1",
"홍제2동","85~89세","계","","206",
"홍제2동","85~89세","한국인","","204",
"홍제2동","85~89세","외국인","","2",
"홍제2동","90~94세","계","","61",
"홍제2동","90~94세","한국인","","61",
"홍제2동","90~94세","외국인","","0",
"홍제2동","95~99세","계","","15",
"홍제2동","95~99세","한국인","","15",
"홍제2동","95~99세","외국인","","0",
"홍제2동","100세 이상","계","","3",
"홍제2동","100세 이상","한국인","","3",
"홍제2동","100세 이상","외국인","","0",
"홍은1동","계","계","","22659",
"홍은1동","계","한국인","","22426",
"홍은1동","계","외국인","","233",
"홍은1동","0~4세","계","","578",
"홍은1동","0~4세","한국인","","577",
"홍은1동","0~4세","외국인","","1",
"홍은1동","5~9세","계","","753",
"홍은1동","5~9세","한국인","","748",
"홍은1동","5~9세","외국인","","5",
"홍은1동","10~14세","계","","705",
"홍은1동","10~14세","한국인","","704",
"홍은1동","10~14세","외국인","","1",
"홍은1동","15~19세","계","","886",
"홍은1동","15~19세","한국인","","881",
"홍은1동","15~19세","외국인","","5",
"홍은1동","20~24세","계","","1307",
"홍은1동","20~24세","한국인","","1290",
"홍은1동","20~24세","외국인","","17",
"홍은1동","25~29세","계","","1482",
"홍은1동","25~29세","한국인","","1430",
"홍은1동","25~29세","외국인","","52",
"홍은1동","30~34세","계","","1521",
"홍은1동","30~34세","한국인","","1486",
"홍은1동","30~34세","외국인","","35",
"홍은1동","35~39세","계","","1503",
"홍은1동","35~39세","한국인","","1466",
"홍은1동","35~39세","외국인","","37",
"홍은1동","40~44세","계","","1651",
"홍은1동","40~44세","한국인","","1630",
"홍은1동","40~44세","외국인","","21",
"홍은1동","45~49세","계","","1605",
"홍은1동","45~49세","한국인","","1595",
"홍은1동","45~49세","외국인","","10",
"홍은1동","50~54세","계","","2036",
"홍은1동","50~54세","한국인","","2028",
"홍은1동","50~54세","외국인","","8",
"홍은1동","55~59세","계","","1967",
"홍은1동","55~59세","한국인","","1953",
"홍은1동","55~59세","외국인","","14",
"홍은1동","60~64세","계","","1924",
"홍은1동","60~64세","한국인","","1911",
"홍은1동","60~64세","외국인","","13",
"홍은1동","65~69세","계","","1575",
"홍은1동","65~69세","한국인","","1569",
"홍은1동","65~69세","외국인","","6",
"홍은1동","70~74세","계","","1058",
"홍은1동","70~74세","한국인","","1056",
"홍은1동","70~74세","외국인","","2",
"홍은1동","75~79세","계","","862",
"홍은1동","75~79세","한국인","","861",
"홍은1동","75~79세","외국인","","1",
"홍은1동","80~84세","계","","722",
"홍은1동","80~84세","한국인","","719",
"홍은1동","80~84세","외국인","","3",
"홍은1동","85~89세","계","","382",
"홍은1동","85~89세","한국인","","381",
"홍은1동","85~89세","외국인","","1",
"홍은1동","90~94세","계","","115",
"홍은1동","90~94세","한국인","","114",
"홍은1동","90~94세","외국인","","1",
"홍은1동","95~99세","계","","23",
"홍은1동","95~99세","한국인","","23",
"홍은1동","95~99세","외국인","","0",
"홍은1동","100세 이상","계","","4",
"홍은1동","100세 이상","한국인","","4",
"홍은1동","100세 이상","외국인","","0",
"홍은2동","계","계","","29474",
"홍은2동","계","한국인","","28700",
"홍은2동","계","외국인","","774",
"홍은2동","0~4세","계","","674",
"홍은2동","0~4세","한국인","","664",
"홍은2동","0~4세","외국인","","10",
"홍은2동","5~9세","계","","900",
"홍은2동","5~9세","한국인","","886",
"홍은2동","5~9세","외국인","","14",
"홍은2동","10~14세","계","","1052",
"홍은2동","10~14세","한국인","","1041",
"홍은2동","10~14세","외국인","","11",
"홍은2동","15~19세","계","","1270",
"홍은2동","15~19세","한국인","","1248",
"홍은2동","15~19세","외국인","","22",
"홍은2동","20~24세","계","","2229",
"홍은2동","20~24세","한국인","","2007",
"홍은2동","20~24세","외국인","","222",
"홍은2동","25~29세","계","","2391",
"홍은2동","25~29세","한국인","","2232",
"홍은2동","25~29세","외국인","","159",
"홍은2동","30~34세","계","","2126",
"홍은2동","30~34세","한국인","","2078",
"홍은2동","30~34세","외국인","","48",
"홍은2동","35~39세","계","","1944",
"홍은2동","35~39세","한국인","","1893",
"홍은2동","35~39세","외국인","","51",
"홍은2동","40~44세","계","","2055",
"홍은2동","40~44세","한국인","","2018",
"홍은2동","40~44세","외국인","","37",
"홍은2동","45~49세","계","","2143",
"홍은2동","45~49세","한국인","","2102",
"홍은2동","45~49세","외국인","","41",
"홍은2동","50~54세","계","","2646",
"홍은2동","50~54세","한국인","","2606",
"홍은2동","50~54세","외국인","","40",
"홍은2동","55~59세","계","","2205",
"홍은2동","55~59세","한국인","","2170",
"홍은2동","55~59세","외국인","","35",
"홍은2동","60~64세","계","","2308",
"홍은2동","60~64세","한국인","","2269",
"홍은2동","60~64세","외국인","","39",
"홍은2동","65~69세","계","","1863",
"홍은2동","65~69세","한국인","","1847",
"홍은2동","65~69세","외국인","","16",
"홍은2동","70~74세","계","","1212",
"홍은2동","70~74세","한국인","","1195",
"홍은2동","70~74세","외국인","","17",
"홍은2동","75~79세","계","","1016",
"홍은2동","75~79세","한국인","","1011",
"홍은2동","75~79세","외국인","","5",
"홍은2동","80~84세","계","","843",
"홍은2동","80~84세","한국인","","840",
"홍은2동","80~84세","외국인","","3",
"홍은2동","85~89세","계","","429",
"홍은2동","85~89세","한국인","","427",
"홍은2동","85~89세","외국인","","2",
"홍은2동","90~94세","계","","127",
"홍은2동","90~94세","한국인","","125",
"홍은2동","90~94세","외국인","","2",
"홍은2동","95~99세","계","","34",
"홍은2동","95~99세","한국인","","34",
"홍은2동","95~99세","외국인","","0",
"홍은2동","100세 이상","계","","7",
"홍은2동","100세 이상","한국인","","7",
"홍은2동","100세 이상","외국인","","0",
"남가좌1동","계","계","","16968",
"남가좌1동","계","한국인","","16736",
"남가좌1동","계","외국인","","232",
"남가좌1동","0~4세","계","","721",
"남가좌1동","0~4세","한국인","","719",
"남가좌1동","0~4세","외국인","","2",
"남가좌1동","5~9세","계","","1324",
"남가좌1동","5~9세","한국인","","1313",
"남가좌1동","5~9세","외국인","","11",
"남가좌1동","10~14세","계","","1127",
"남가좌1동","10~14세","한국인","","1112",
"남가좌1동","10~14세","외국인","","15",
"남가좌1동","15~19세","계","","709",
"남가좌1동","15~19세","한국인","","693",
"남가좌1동","15~19세","외국인","","16",
"남가좌1동","20~24세","계","","750",
"남가좌1동","20~24세","한국인","","740",
"남가좌1동","20~24세","외국인","","10",
"남가좌1동","25~29세","계","","884",
"남가좌1동","25~29세","한국인","","865",
"남가좌1동","25~29세","외국인","","19",
"남가좌1동","30~34세","계","","900",
"남가좌1동","30~34세","한국인","","876",
"남가좌1동","30~34세","외국인","","24",
"남가좌1동","35~39세","계","","1384",
"남가좌1동","35~39세","한국인","","1364",
"남가좌1동","35~39세","외국인","","20",
"남가좌1동","40~44세","계","","1902",
"남가좌1동","40~44세","한국인","","1887",
"남가좌1동","40~44세","외국인","","15",
"남가좌1동","45~49세","계","","1562",
"남가좌1동","45~49세","한국인","","1532",
"남가좌1동","45~49세","외국인","","30",
"남가좌1동","50~54세","계","","1365",
"남가좌1동","50~54세","한국인","","1345",
"남가좌1동","50~54세","외국인","","20",
"남가좌1동","55~59세","계","","1072",
"남가좌1동","55~59세","한국인","","1056",
"남가좌1동","55~59세","외국인","","16",
"남가좌1동","60~64세","계","","939",
"남가좌1동","60~64세","한국인","","927",
"남가좌1동","60~64세","외국인","","12",
"남가좌1동","65~69세","계","","801",
"남가좌1동","65~69세","한국인","","789",
"남가좌1동","65~69세","외국인","","12",
"남가좌1동","70~74세","계","","533",
"남가좌1동","70~74세","한국인","","526",
"남가좌1동","70~74세","외국인","","7",
"남가좌1동","75~79세","계","","405",
"남가좌1동","75~79세","한국인","","403",
"남가좌1동","75~79세","외국인","","2",
"남가좌1동","80~84세","계","","348",
"남가좌1동","80~84세","한국인","","347",
"남가좌1동","80~84세","외국인","","1",
"남가좌1동","85~89세","계","","176",
"남가좌1동","85~89세","한국인","","176",
"남가좌1동","85~89세","외국인","","0",
"남가좌1동","90~94세","계","","57",
"남가좌1동","90~94세","한국인","","57",
"남가좌1동","90~94세","외국인","","0",
"남가좌1동","95~99세","계","","8",
"남가좌1동","95~99세","한국인","","8",
"남가좌1동","95~99세","외국인","","0",
"남가좌1동","100세 이상","계","","1",
"남가좌1동","100세 이상","한국인","","1",
"남가좌1동","100세 이상","외국인","","0",
"남가좌2동","계","계","","30589",
"남가좌2동","계","한국인","","29332",
"남가좌2동","계","외국인","","1257",
"남가좌2동","0~4세","계","","974",
"남가좌2동","0~4세","한국인","","972",
"남가좌2동","0~4세","외국인","","2",
"남가좌2동","5~9세","계","","1474",
"남가좌2동","5~9세","한국인","","1472",
"남가좌2동","5~9세","외국인","","2",
"남가좌2동","10~14세","계","","1188",
"남가좌2동","10~14세","한국인","","1184",
"남가좌2동","10~14세","외국인","","4",
"남가좌2동","15~19세","계","","1247",
"남가좌2동","15~19세","한국인","","1230",
"남가좌2동","15~19세","외국인","","17",
"남가좌2동","20~24세","계","","2717",
"남가좌2동","20~24세","한국인","","2044",
"남가좌2동","20~24세","외국인","","673",
"남가좌2동","25~29세","계","","2338",
"남가좌2동","25~29세","한국인","","2069",
"남가좌2동","25~29세","외국인","","269",
"남가좌2동","30~34세","계","","1903",
"남가좌2동","30~34세","한국인","","1837",
"남가좌2동","30~34세","외국인","","66",
"남가좌2동","35~39세","계","","2324",
"남가좌2동","35~39세","한국인","","2283",
"남가좌2동","35~39세","외국인","","41",
"남가좌2동","40~44세","계","","2536",
"남가좌2동","40~44세","한국인","","2501",
"남가좌2동","40~44세","외국인","","35",
"남가좌2동","45~49세","계","","2317",
"남가좌2동","45~49세","한국인","","2288",
"남가좌2동","45~49세","외국인","","29",
"남가좌2동","50~54세","계","","2519",
"남가좌2동","50~54세","한국인","","2480",
"남가좌2동","50~54세","외국인","","39",
"남가좌2동","55~59세","계","","2017",
"남가좌2동","55~59세","한국인","","1983",
"남가좌2동","55~59세","외국인","","34",
"남가좌2동","60~64세","계","","1978",
"남가좌2동","60~64세","한국인","","1958",
"남가좌2동","60~64세","외국인","","20",
"남가좌2동","65~69세","계","","1574",
"남가좌2동","65~69세","한국인","","1562",
"남가좌2동","65~69세","외국인","","12",
"남가좌2동","70~74세","계","","1204",
"남가좌2동","70~74세","한국인","","1200",
"남가좌2동","70~74세","외국인","","4",
"남가좌2동","75~79세","계","","1001",
"남가좌2동","75~79세","한국인","","996",
"남가좌2동","75~79세","외국인","","5",
"남가좌2동","80~84세","계","","777",
"남가좌2동","80~84세","한국인","","773",
"남가좌2동","80~84세","외국인","","4",
"남가좌2동","85~89세","계","","355",
"남가좌2동","85~89세","한국인","","355",
"남가좌2동","85~89세","외국인","","0",
"남가좌2동","90~94세","계","","114",
"남가좌2동","90~94세","한국인","","113",
"남가좌2동","90~94세","외국인","","1",
"남가좌2동","95~99세","계","","24",
"남가좌2동","95~99세","한국인","","24",
"남가좌2동","95~99세","외국인","","0",
"남가좌2동","100세 이상","계","","8",
"남가좌2동","100세 이상","한국인","","8",
"남가좌2동","100세 이상","외국인","","0",
"북가좌1동","계","계","","17815",
"북가좌1동","계","한국인","","17721",
"북가좌1동","계","외국인","","94",
"북가좌1동","0~4세","계","","468",
"북가좌1동","0~4세","한국인","","466",
"북가좌1동","0~4세","외국인","","2",
"북가좌1동","5~9세","계","","727",
"북가좌1동","5~9세","한국인","","727",
"북가좌1동","5~9세","외국인","","0",
"북가좌1동","10~14세","계","","963",
"북가좌1동","10~14세","한국인","","962",
"북가좌1동","10~14세","외국인","","1",
"북가좌1동","15~19세","계","","954",
"북가좌1동","15~19세","한국인","","954",
"북가좌1동","15~19세","외국인","","0",
"북가좌1동","20~24세","계","","927",
"북가좌1동","20~24세","한국인","","922",
"북가좌1동","20~24세","외국인","","5",
"북가좌1동","25~29세","계","","1004",
"북가좌1동","25~29세","한국인","","997",
"북가좌1동","25~29세","외국인","","7",
"북가좌1동","30~34세","계","","1076",
"북가좌1동","30~34세","한국인","","1063",
"북가좌1동","30~34세","외국인","","13",
"북가좌1동","35~39세","계","","1074",
"북가좌1동","35~39세","한국인","","1066",
"북가좌1동","35~39세","외국인","","8",
"북가좌1동","40~44세","계","","1509",
"북가좌1동","40~44세","한국인","","1490",
"북가좌1동","40~44세","외국인","","19",
"북가좌1동","45~49세","계","","1590",
"북가좌1동","45~49세","한국인","","1583",
"북가좌1동","45~49세","외국인","","7",
"북가좌1동","50~54세","계","","1697",
"북가좌1동","50~54세","한국인","","1684",
"북가좌1동","50~54세","외국인","","13",
"북가좌1동","55~59세","계","","1346",
"북가좌1동","55~59세","한국인","","1338",
"북가좌1동","55~59세","외국인","","8",
"북가좌1동","60~64세","계","","1328",
"북가좌1동","60~64세","한국인","","1325",
"북가좌1동","60~64세","외국인","","3",
"북가좌1동","65~69세","계","","1014",
"북가좌1동","65~69세","한국인","","1011",
"북가좌1동","65~69세","외국인","","3",
"북가좌1동","70~74세","계","","751",
"북가좌1동","70~74세","한국인","","750",
"북가좌1동","70~74세","외국인","","1",
"북가좌1동","75~79세","계","","606",
"북가좌1동","75~79세","한국인","","605",
"북가좌1동","75~79세","외국인","","1",
"북가좌1동","80~84세","계","","482",
"북가좌1동","80~84세","한국인","","480",
"북가좌1동","80~84세","외국인","","2",
"북가좌1동","85~89세","계","","221",
"북가좌1동","85~89세","한국인","","221",
"북가좌1동","85~89세","외국인","","0",
"북가좌1동","90~94세","계","","66",
"북가좌1동","90~94세","한국인","","66",
"북가좌1동","90~94세","외국인","","0",
"북가좌1동","95~99세","계","","9",
"북가좌1동","95~99세","한국인","","8",
"북가좌1동","95~99세","외국인","","1",
"북가좌1동","100세 이상","계","","3",
"북가좌1동","100세 이상","한국인","","3",
"북가좌1동","100세 이상","외국인","","0",
"북가좌2동","계","계","","31228",
"북가좌2동","계","한국인","","30907",
"북가좌2동","계","외국인","","321",
"북가좌2동","0~4세","계","","512",
"북가좌2동","0~4세","한국인","","510",
"북가좌2동","0~4세","외국인","","2",
"북가좌2동","5~9세","계","","751",
"북가좌2동","5~9세","한국인","","747",
"북가좌2동","5~9세","외국인","","4",
"북가좌2동","10~14세","계","","986",
"북가좌2동","10~14세","한국인","","983",
"북가좌2동","10~14세","외국인","","3",
"북가좌2동","15~19세","계","","1209",
"북가좌2동","15~19세","한국인","","1206",
"북가좌2동","15~19세","외국인","","3",
"북가좌2동","20~24세","계","","1874",
"북가좌2동","20~24세","한국인","","1818",
"북가좌2동","20~24세","외국인","","56",
"북가좌2동","25~29세","계","","2624",
"북가좌2동","25~29세","한국인","","2574",
"북가좌2동","25~29세","외국인","","50",
"북가좌2동","30~34세","계","","2280",
"북가좌2동","30~34세","한국인","","2257",
"북가좌2동","30~34세","외국인","","23",
"북가좌2동","35~39세","계","","1843",
"북가좌2동","35~39세","한국인","","1809",
"북가좌2동","35~39세","외국인","","34",
"북가좌2동","40~44세","계","","2217",
"북가좌2동","40~44세","한국인","","2183",
"북가좌2동","40~44세","외국인","","34",
"북가좌2동","45~49세","계","","2334",
"북가좌2동","45~49세","한국인","","2308",
"북가좌2동","45~49세","외국인","","26",
"북가좌2동","50~54세","계","","2748",
"북가좌2동","50~54세","한국인","","2729",
"북가좌2동","50~54세","외국인","","19",
"북가좌2동","55~59세","계","","2495",
"북가좌2동","55~59세","한국인","","2473",
"북가좌2동","55~59세","외국인","","22",
"북가좌2동","60~64세","계","","2747",
"북가좌2동","60~64세","한국인","","2727",
"북가좌2동","60~64세","외국인","","20",
"북가좌2동","65~69세","계","","2160",
"북가좌2동","65~69세","한국인","","2147",
"북가좌2동","65~69세","외국인","","13",
"북가좌2동","70~74세","계","","1541",
"북가좌2동","70~74세","한국인","","1531",
"북가좌2동","70~74세","외국인","","10",
"북가좌2동","75~79세","계","","1324",
"북가좌2동","75~79세","한국인","","1322",
"북가좌2동","75~79세","외국인","","2",
"북가좌2동","80~84세","계","","990",
"북가좌2동","80~84세","한국인","","990",
"북가좌2동","80~84세","외국인","","0",
"북가좌2동","85~89세","계","","430",
"북가좌2동","85~89세","한국인","","430",
"북가좌2동","85~89세","외국인","","0",
"북가좌2동","90~94세","계","","126",
"북가좌2동","90~94세","한국인","","126",
"북가좌2동","90~94세","외국인","","0",
"북가좌2동","95~99세","계","","34",
"북가좌2동","95~99세","한국인","","34",
"북가좌2동","95~99세","외국인","","0",
"북가좌2동","100세 이상","계","","3",
"북가좌2동","100세 이상","한국인","","3",
"북가좌2동","100세 이상","외국인","","0",
"충현동","계","계","","20279",
"충현동","계","한국인","","19817",
"충현동","계","외국인","","462",
"충현동","0~4세","계","","454",
"충현동","0~4세","한국인","","448",
"충현동","0~4세","외국인","","6",
"충현동","5~9세","계","","658",
"충현동","5~9세","한국인","","649",
"충현동","5~9세","외국인","","9",
"충현동","10~14세","계","","608",
