`atdrc_code_se`|`atdrc_nm`|`stdr_ym`|`tot_popltn_co`|`tot_hshld_co`|`hshld_popltn_avrg_co`|`male_popltn_co`|`female_popltn_co`|`ldadng_dt`
`영등포구`|`11560`|`201602`|`371375`|`162278`|`2.29`|`185443`|`185932`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201602`|`395479`|`166763`|`2.37`|`193852`|`201627`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201602`|`502949`|`244288`|`2.06`|`253700`|`249249`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201602`|`438865`|`167788`|`2.62`|`210791`|`228074`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201602`|`564668`|`228871`|`2.47`|`270410`|`294258`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201602`|`649518`|`249524`|`2.6`|`316716`|`332802`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201602`|`450370`|`175009`|`2.57`|`224150`|`226220`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201603`|`149695`|`68669`|`2.18`|`73843`|`75852`|`2018-01-05 16:52:25`
`중구`|`11140`|`201603`|`121368`|`55581`|`2.18`|`60272`|`61096`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201603`|`222951`|`99734`|`2.24`|`108302`|`114649`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201603`|`291346`|`122326`|`2.38`|`144404`|`146942`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201603`|`354602`|`154061`|`2.3`|`173485`|`181117`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201603`|`352948`|`154586`|`2.28`|`176478`|`176470`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201603`|`407685`|`171700`|`2.37`|`202965`|`204720`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201603`|`450775`|`184728`|`2.44`|`220496`|`230279`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201603`|`324131`|`136139`|`2.38`|`159323`|`164808`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201603`|`346265`|`133377`|`2.6`|`170322`|`175943`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201603`|`568360`|`216017`|`2.63`|`276855`|`291505`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201603`|`488526`|`196792`|`2.48`|`237960`|`250566`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201603`|`309332`|`132153`|`2.34`|`150491`|`158841`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201603`|`379786`|`165846`|`2.29`|`182383`|`197403`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201603`|`477746`|`174923`|`2.73`|`236316`|`241430`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201603`|`583983`|`235059`|`2.48`|`284977`|`299006`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201603`|`417414`|`169015`|`2.47`|`207681`|`209733`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201603`|`231658`|`100534`|`2.3`|`117855`|`113803`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201603`|`370974`|`162094`|`2.29`|`185145`|`185829`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201603`|`395782`|`167091`|`2.37`|`194001`|`201781`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201603`|`503237`|`244729`|`2.06`|`254001`|`249236`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201603`|`438386`|`167567`|`2.62`|`210585`|`227801`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201603`|`562395`|`227911`|`2.47`|`269261`|`293134`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201603`|`647924`|`248840`|`2.6`|`315877`|`332047`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201603`|`448826`|`174478`|`2.57`|`223335`|`225491`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201604`|`149475`|`68572`|`2.18`|`73727`|`75748`|`2018-01-05 16:52:25`
`중구`|`11140`|`201604`|`121384`|`55655`|`2.18`|`60301`|`61083`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201604`|`222833`|`99718`|`2.23`|`108258`|`114575`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201604`|`291385`|`122394`|`2.38`|`144421`|`146964`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201604`|`354389`|`154008`|`2.3`|`173361`|`181028`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201604`|`352606`|`154599`|`2.28`|`176319`|`176287`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201604`|`407758`|`171911`|`2.37`|`202969`|`204789`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201604`|`450359`|`184611`|`2.44`|`220231`|`230128`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201604`|`323980`|`136192`|`2.38`|`159206`|`164774`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201604`|`346047`|`133439`|`2.59`|`170226`|`175821`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201604`|`568347`|`216184`|`2.63`|`276759`|`291588`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201604`|`487962`|`196549`|`2.48`|`237628`|`250334`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201604`|`309818`|`132319`|`2.34`|`150748`|`159070`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201604`|`378950`|`165395`|`2.29`|`181902`|`197048`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201604`|`477139`|`174725`|`2.73`|`236003`|`241136`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201604`|`584340`|`235375`|`2.48`|`285061`|`299279`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201604`|`417044`|`168980`|`2.47`|`207474`|`209570`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201604`|`231581`|`100565`|`2.3`|`117807`|`113774`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201604`|`370875`|`162138`|`2.29`|`185126`|`185749`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201604`|`396027`|`167303`|`2.37`|`194164`|`201863`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201604`|`503086`|`245049`|`2.05`|`253978`|`249108`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201604`|`438081`|`167505`|`2.62`|`210446`|`227635`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201604`|`561040`|`227498`|`2.47`|`268627`|`292413`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201604`|`647382`|`248774`|`2.6`|`315661`|`331721`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201604`|`447667`|`174217`|`2.57`|`222664`|`225003`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201605`|`149178`|`68471`|`2.18`|`73563`|`75615`|`2018-01-05 16:52:25`
`중구`|`11140`|`201605`|`121222`|`55585`|`2.18`|`60192`|`61030`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201605`|`222640`|`99672`|`2.23`|`108194`|`114446`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201605`|`291992`|`122774`|`2.38`|`144695`|`147297`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201605`|`354012`|`153894`|`2.3`|`173189`|`180823`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201605`|`352063`|`154436`|`2.28`|`176029`|`176034`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201605`|`407737`|`172088`|`2.37`|`202945`|`204792`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201605`|`449679`|`184354`|`2.44`|`219863`|`229816`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201605`|`323565`|`136196`|`2.38`|`158987`|`164578`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201605`|`346081`|`133548`|`2.59`|`170261`|`175820`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201605`|`568166`|`216336`|`2.63`|`276708`|`291458`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201605`|`487568`|`196499`|`2.48`|`237441`|`250127`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201605`|`309736`|`132306`|`2.34`|`150619`|`159117`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201605`|`378199`|`165179`|`2.29`|`181561`|`196638`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201605`|`476669`|`174634`|`2.73`|`235742`|`240927`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201605`|`584711`|`235691`|`2.48`|`285185`|`299526`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201605`|`417000`|`169099`|`2.47`|`207406`|`209594`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201605`|`231499`|`100595`|`2.3`|`117757`|`113742`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201605`|`370512`|`162023`|`2.29`|`184980`|`185532`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201605`|`396253`|`167502`|`2.37`|`194228`|`202025`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201605`|`502912`|`245301`|`2.05`|`253927`|`248985`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201605`|`437822`|`167524`|`2.61`|`210265`|`227557`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201605`|`560082`|`227197`|`2.47`|`268137`|`291945`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201605`|`646772`|`248699`|`2.6`|`315304`|`331468`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201605`|`445919`|`173802`|`2.57`|`221783`|`224136`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201606`|`148832`|`68319`|`2.18`|`73361`|`75471`|`2018-01-05 16:52:25`
`중구`|`11140`|`201606`|`121039`|`55587`|`2.18`|`60090`|`60949`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201606`|`222393`|`99596`|`2.23`|`108071`|`114322`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201606`|`292251`|`123003`|`2.38`|`144852`|`147399`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201606`|`353757`|`153941`|`2.3`|`172976`|`180781`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201606`|`351292`|`154153`|`2.28`|`175665`|`175627`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201606`|`407475`|`172101`|`2.37`|`202855`|`204620`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201606`|`449007`|`184155`|`2.44`|`219480`|`229527`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201606`|`323328`|`136254`|`2.37`|`158831`|`164497`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201606`|`345889`|`133601`|`2.59`|`170112`|`175777`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201606`|`567377`|`216222`|`2.62`|`276249`|`291128`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201606`|`487151`|`196407`|`2.48`|`237207`|`249944`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201606`|`309640`|`132302`|`2.34`|`150511`|`159129`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201606`|`377479`|`164907`|`2.29`|`181171`|`196308`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201606`|`476551`|`174660`|`2.73`|`235609`|`240942`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201606`|`584623`|`235899`|`2.48`|`285200`|`299423`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201606`|`416912`|`169078`|`2.47`|`207260`|`209652`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201606`|`231227`|`100541`|`2.3`|`117588`|`113639`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201606`|`369610`|`161702`|`2.29`|`184540`|`185070`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201606`|`396436`|`167739`|`2.36`|`194240`|`202196`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201606`|`502473`|`245291`|`2.05`|`253706`|`248767`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201606`|`438005`|`167700`|`2.61`|`210353`|`227652`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201606`|`559620`|`227160`|`2.46`|`267909`|`291711`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201606`|`646427`|`248694`|`2.6`|`315078`|`331349`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201606`|`444542`|`173426`|`2.56`|`221073`|`223469`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201607`|`148657`|`68202`|`2.18`|`73253`|`75404`|`2018-01-05 16:52:25`
`중구`|`11140`|`201607`|`121035`|`55653`|`2.17`|`60078`|`60957`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201607`|`222252`|`99608`|`2.23`|`108028`|`114224`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201607`|`292299`|`123130`|`2.37`|`144839`|`147460`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201607`|`353548`|`154012`|`2.3`|`172884`|`180664`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201607`|`350736`|`153926`|`2.28`|`175390`|`175346`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201607`|`407016`|`172244`|`2.36`|`202592`|`204424`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201607`|`447910`|`183772`|`2.44`|`218900`|`229010`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201607`|`323180`|`136354`|`2.37`|`158747`|`164433`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201607`|`345431`|`133533`|`2.59`|`169846`|`175585`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201607`|`566487`|`215993`|`2.62`|`275794`|`290693`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201607`|`486836`|`196437`|`2.48`|`237013`|`249823`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201607`|`309213`|`132120`|`2.34`|`150245`|`158968`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201607`|`376951`|`164723`|`2.29`|`180830`|`196121`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201607`|`476382`|`174697`|`2.73`|`235502`|`240880`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201607`|`584149`|`236067`|`2.47`|`284943`|`299206`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201607`|`416583`|`168960`|`2.47`|`207154`|`209429`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201607`|`231065`|`100543`|`2.3`|`117490`|`113575`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201607`|`368745`|`161439`|`2.28`|`184101`|`184644`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201607`|`396291`|`167815`|`2.36`|`194180`|`202111`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201607`|`502428`|`245447`|`2.05`|`253716`|`248712`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201607`|`438145`|`167792`|`2.61`|`210451`|`227694`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201607`|`559025`|`227038`|`2.46`|`267610`|`291415`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201607`|`646546`|`248861`|`2.6`|`315013`|`331533`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201607`|`443721`|`173226`|`2.56`|`220641`|`223080`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201608`|`148354`|`68065`|`2.18`|`73092`|`75262`|`2018-01-05 16:52:25`
`중구`|`11140`|`201608`|`121245`|`55867`|`2.17`|`60191`|`61054`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201608`|`221829`|`99462`|`2.23`|`107849`|`113980`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201608`|`292385`|`123385`|`2.37`|`144890`|`147495`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201608`|`353390`|`154081`|`2.29`|`172794`|`180596`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201608`|`350121`|`153776`|`2.28`|`175075`|`175046`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201608`|`406536`|`172235`|`2.36`|`202428`|`204108`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201608`|`446775`|`183476`|`2.44`|`218300`|`228475`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201608`|`323033`|`136430`|`2.37`|`158676`|`164357`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201608`|`345098`|`133458`|`2.59`|`169630`|`175468`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201608`|`565713`|`215861`|`2.62`|`275294`|`290419`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201608`|`486277`|`196306`|`2.48`|`236680`|`249597`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201608`|`308668`|`131919`|`2.34`|`149923`|`158745`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201608`|`376167`|`164508`|`2.29`|`180391`|`195776`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201608`|`476270`|`174726`|`2.73`|`235378`|`240892`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201608`|`584992`|`236847`|`2.47`|`285314`|`299678`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201608`|`415712`|`168764`|`2.46`|`206672`|`209040`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201608`|`230650`|`100483`|`2.3`|`117269`|`113381`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201608`|`367645`|`161029`|`2.28`|`183522`|`184123`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201608`|`396315`|`167995`|`2.36`|`194182`|`202133`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201608`|`501892`|`245551`|`2.04`|`253501`|`248391`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201608`|`438062`|`167879`|`2.61`|`210362`|`227700`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201608`|`558574`|`227045`|`2.46`|`267422`|`291152`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201608`|`646194`|`248996`|`2.6`|`314782`|`331412`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201608`|`442189`|`172845`|`2.56`|`219844`|`222345`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201609`|`148157`|`68027`|`2.18`|`72941`|`75216`|`2018-01-05 16:52:25`
`중구`|`11140`|`201609`|`121207`|`55870`|`2.17`|`60168`|`61039`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201609`|`221388`|`99261`|`2.23`|`107687`|`113701`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201609`|`292256`|`123426`|`2.37`|`144796`|`147460`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201609`|`353203`|`154073`|`2.29`|`172720`|`180483`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201609`|`349737`|`153694`|`2.28`|`174844`|`174893`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201609`|`406316`|`172275`|`2.36`|`202329`|`203987`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201609`|`445825`|`183106`|`2.43`|`217795`|`228030`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201609`|`322702`|`136389`|`2.37`|`158492`|`164210`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201609`|`344923`|`133515`|`2.58`|`169533`|`175390`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201609`|`564968`|`215671`|`2.62`|`274923`|`290045`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201609`|`485804`|`196076`|`2.48`|`236407`|`249397`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201609`|`308252`|`131698`|`2.34`|`149697`|`158555`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201609`|`375385`|`164289`|`2.28`|`180063`|`195322`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201609`|`475790`|`174583`|`2.73`|`235124`|`240666`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201609`|`585968`|`237554`|`2.47`|`285725`|`300243`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201609`|`415174`|`168628`|`2.46`|`206351`|`208823`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201609`|`230340`|`100479`|`2.29`|`117108`|`113232`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201609`|`366236`|`160463`|`2.28`|`182816`|`183420`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201609`|`396548`|`168224`|`2.36`|`194242`|`202306`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201609`|`501140`|`245385`|`2.04`|`253118`|`248022`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201609`|`438685`|`168206`|`2.61`|`210622`|`228063`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201609`|`558007`|`226792`|`2.46`|`267083`|`290924`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201609`|`646126`|`249049`|`2.59`|`314717`|`331409`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201609`|`441474`|`172877`|`2.55`|`219457`|`222017`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201610`|`147889`|`67863`|`2.18`|`72789`|`75100`|`2018-01-05 16:52:25`
`중구`|`11140`|`201610`|`121254`|`55942`|`2.17`|`60139`|`61115`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201610`|`220874`|`99128`|`2.23`|`107408`|`113466`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201610`|`291590`|`123192`|`2.37`|`144412`|`147178`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201610`|`352714`|`153991`|`2.29`|`172478`|`180236`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201610`|`349316`|`153726`|`2.27`|`174624`|`174692`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201610`|`406061`|`172351`|`2.36`|`202175`|`203886`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201610`|`444967`|`182818`|`2.43`|`217344`|`227623`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201610`|`322129`|`136297`|`2.36`|`158234`|`163895`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201610`|`344874`|`133595`|`2.58`|`169477`|`175397`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201610`|`564042`|`215592`|`2.62`|`274431`|`289611`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201610`|`485135`|`196048`|`2.47`|`236051`|`249084`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201610`|`308008`|`131649`|`2.34`|`149540`|`158468`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201610`|`374235`|`163850`|`2.28`|`179479`|`194756`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201610`|`474919`|`174277`|`2.73`|`234698`|`240221`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201610`|`586928`|`238279`|`2.46`|`286128`|`300800`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201610`|`414478`|`168547`|`2.46`|`205978`|`208500`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201610`|`229943`|`100440`|`2.29`|`116891`|`113052`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201610`|`365094`|`160100`|`2.28`|`182205`|`182889`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201610`|`396519`|`168354`|`2.36`|`194189`|`202330`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201610`|`500465`|`245440`|`2.04`|`252709`|`247756`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201610`|`439426`|`168576`|`2.61`|`210942`|`228484`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201610`|`557569`|`226544`|`2.46`|`266934`|`290635`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201610`|`647149`|`250090`|`2.59`|`315111`|`332038`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201610`|`439897`|`172599`|`2.55`|`218662`|`221235`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201611`|`147548`|`67735`|`2.18`|`72609`|`74939`|`2018-01-05 16:52:25`
`중구`|`11140`|`201611`|`121138`|`55977`|`2.16`|`60040`|`61098`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201611`|`220405`|`98920`|`2.23`|`107223`|`113182`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201611`|`291821`|`123453`|`2.36`|`144511`|`147310`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201611`|`352154`|`153958`|`2.29`|`172143`|`180011`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201611`|`348819`|`153758`|`2.27`|`174278`|`174541`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201611`|`405758`|`172445`|`2.35`|`202001`|`203757`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201611`|`443891`|`182471`|`2.43`|`216811`|`227080`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201611`|`321586`|`136242`|`2.36`|`157947`|`163639`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201611`|`344484`|`133618`|`2.58`|`169247`|`175237`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201611`|`562995`|`215372`|`2.61`|`273909`|`289086`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201611`|`484380`|`195801`|`2.47`|`235663`|`248717`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201611`|`307645`|`131556`|`2.34`|`149377`|`158268`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201611`|`373252`|`163542`|`2.28`|`178967`|`194285`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201611`|`473580`|`173689`|`2.73`|`234022`|`239558`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201611`|`588031`|`239099`|`2.46`|`286649`|`301382`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201611`|`413873`|`168458`|`2.46`|`205622`|`208251`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201611`|`229677`|`100424`|`2.29`|`116788`|`112889`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201611`|`364041`|`159811`|`2.28`|`181638`|`182403`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201611`|`396110`|`168301`|`2.35`|`193898`|`202212`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201611`|`499765`|`245454`|`2.04`|`252324`|`247441`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201611`|`439467`|`168631`|`2.61`|`210963`|`228504`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201611`|`556314`|`225968`|`2.46`|`266410`|`289904`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201611`|`648241`|`251070`|`2.58`|`315660`|`332581`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201611`|`438902`|`172562`|`2.54`|`218201`|`220701`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201612`|`147038`|`67514`|`2.18`|`72348`|`74690`|`2018-01-05 16:52:25`
`중구`|`11140`|`201612`|`120782`|`55900`|`2.16`|`59851`|`60931`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201612`|`219976`|`98778`|`2.23`|`106994`|`112982`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201612`|`293874`|`124383`|`2.36`|`145504`|`148370`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201612`|`351609`|`153877`|`2.29`|`171825`|`179784`|`2018-01-05 16:52:25`
