`atdrc_code_se`|`atdrc_nm`|`stdr_ym`|`tot_popltn_co`|`tot_hshld_co`|`hshld_popltn_avrg_co`|`male_popltn_co`|`female_popltn_co`|`ldadng_dt`
`종로구`|`11110`|`201505`|`150732`|`68569`|`2.2`|`74468`|`76264`|`2018-01-05 16:52:25`
`중구`|`11140`|`201505`|`122936`|`56030`|`2.19`|`61204`|`61732`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201505`|`226018`|`100781`|`2.24`|`109919`|`116099`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201505`|`292293`|`122292`|`2.39`|`145186`|`147107`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201505`|`357626`|`154763`|`2.31`|`175466`|`182160`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201505`|`356669`|`154691`|`2.31`|`178560`|`178109`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201505`|`412683`|`172214`|`2.4`|`205677`|`207006`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201505`|`457292`|`186777`|`2.45`|`224193`|`233099`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201505`|`328071`|`136388`|`2.41`|`161457`|`166614`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201505`|`349213`|`133898`|`2.61`|`171964`|`177249`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201505`|`574295`|`215987`|`2.66`|`279940`|`294355`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201505`|`491609`|`196762`|`2.5`|`240140`|`251469`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201505`|`302284`|`129266`|`2.34`|`147152`|`155132`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201505`|`383153`|`166382`|`2.3`|`184575`|`198578`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201505`|`481184`|`175327`|`2.74`|`238257`|`242927`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201505`|`581412`|`231159`|`2.52`|`284193`|`297219`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201505`|`421284`|`169132`|`2.49`|`210292`|`210992`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201505`|`234471`|`100928`|`2.32`|`119470`|`115001`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201505`|`375026`|`162574`|`2.31`|`187207`|`187819`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201505`|`401933`|`168397`|`2.39`|`197368`|`204565`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201505`|`505912`|`243178`|`2.08`|`255475`|`250437`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201505`|`440327`|`167805`|`2.62`|`211744`|`228583`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201505`|`565781`|`229144`|`2.47`|`270982`|`294799`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201505`|`656742`|`251030`|`2.62`|`320480`|`336262`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201505`|`462228`|`178170`|`2.59`|`230092`|`232136`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201506`|`150354`|`68432`|`2.2`|`74235`|`76119`|`2018-01-05 16:52:25`
`중구`|`11140`|`201506`|`122616`|`55993`|`2.19`|`61036`|`61580`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201506`|`225752`|`100672`|`2.24`|`109797`|`115955`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201506`|`293152`|`122692`|`2.39`|`145573`|`147579`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201506`|`357213`|`154627`|`2.31`|`175271`|`181942`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201506`|`355992`|`154519`|`2.3`|`178182`|`177810`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201506`|`412218`|`172176`|`2.39`|`205363`|`206855`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201506`|`456739`|`186538`|`2.45`|`223918`|`232821`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201506`|`327662`|`136408`|`2.4`|`161198`|`166464`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201506`|`349095`|`133962`|`2.61`|`171837`|`177258`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201506`|`573605`|`215773`|`2.66`|`279582`|`294023`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201506`|`491506`|`196928`|`2.5`|`240053`|`251453`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201506`|`301693`|`129017`|`2.34`|`146875`|`154818`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201506`|`383395`|`166468`|`2.3`|`184609`|`198786`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201506`|`480808`|`175296`|`2.74`|`238057`|`242751`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201506`|`582003`|`231798`|`2.51`|`284350`|`297653`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201506`|`420924`|`169040`|`2.49`|`209986`|`210938`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201506`|`234376`|`100953`|`2.32`|`119459`|`114917`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201506`|`374520`|`162370`|`2.31`|`186949`|`187571`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201506`|`401195`|`168115`|`2.39`|`196912`|`204283`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201506`|`505303`|`243132`|`2.08`|`255175`|`250128`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201506`|`440265`|`167855`|`2.62`|`211702`|`228563`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201506`|`565263`|`229015`|`2.47`|`270719`|`294544`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201506`|`656241`|`250875`|`2.62`|`320167`|`336074`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201506`|`459675`|`177281`|`2.59`|`228771`|`230904`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201507`|`150090`|`68300`|`2.2`|`74060`|`76030`|`2018-01-05 16:52:25`
`중구`|`11140`|`201507`|`122354`|`55915`|`2.19`|`60900`|`61454`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201507`|`225483`|`100616`|`2.24`|`109623`|`115860`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201507`|`293226`|`122728`|`2.39`|`145592`|`147634`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201507`|`356912`|`154526`|`2.31`|`175032`|`181880`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201507`|`355431`|`154388`|`2.3`|`177916`|`177515`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201507`|`411422`|`171950`|`2.39`|`204861`|`206561`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201507`|`456079`|`186353`|`2.45`|`223572`|`232507`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201507`|`327329`|`136436`|`2.4`|`161070`|`166259`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201507`|`348889`|`134014`|`2.6`|`171725`|`177164`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201507`|`573171`|`215679`|`2.66`|`279306`|`293865`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201507`|`491392`|`196939`|`2.5`|`239955`|`251437`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201507`|`301392`|`128930`|`2.34`|`146800`|`154592`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201507`|`383392`|`166466`|`2.3`|`184572`|`198820`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201507`|`480695`|`175570`|`2.74`|`238030`|`242665`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201507`|`582480`|`232379`|`2.51`|`284590`|`297890`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201507`|`420479`|`168858`|`2.49`|`209682`|`210797`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201507`|`234237`|`100966`|`2.32`|`119361`|`114876`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201507`|`374157`|`162319`|`2.31`|`186751`|`187406`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201507`|`400286`|`167781`|`2.39`|`196430`|`203856`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201507`|`504699`|`243069`|`2.08`|`254840`|`249859`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201507`|`440642`|`168027`|`2.62`|`211855`|`228787`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201507`|`566521`|`229544`|`2.47`|`271431`|`295090`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201507`|`655645`|`250692`|`2.62`|`319873`|`335772`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201507`|`457861`|`176712`|`2.59`|`227869`|`229992`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201508`|`149941`|`68273`|`2.2`|`74009`|`75932`|`2018-01-05 16:52:25`
`중구`|`11140`|`201508`|`122164`|`55866`|`2.19`|`60776`|`61388`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201508`|`225097`|`100458`|`2.24`|`109476`|`115621`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201508`|`293226`|`122803`|`2.39`|`145583`|`147643`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201508`|`356464`|`154394`|`2.31`|`174793`|`181671`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201508`|`355095`|`154424`|`2.3`|`177787`|`177308`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201508`|`410515`|`171711`|`2.39`|`204427`|`206088`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201508`|`455347`|`186140`|`2.45`|`223078`|`232269`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201508`|`326879`|`136458`|`2.4`|`160792`|`166087`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201508`|`348475`|`133945`|`2.6`|`171520`|`176955`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201508`|`572424`|`215669`|`2.65`|`278879`|`293545`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201508`|`491901`|`197338`|`2.49`|`240109`|`251792`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201508`|`300952`|`128833`|`2.34`|`146571`|`154381`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201508`|`383226`|`166521`|`2.3`|`184450`|`198776`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201508`|`480647`|`175645`|`2.74`|`237950`|`242697`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201508`|`582940`|`232920`|`2.5`|`284878`|`298062`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201508`|`419975`|`168761`|`2.49`|`209347`|`210628`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201508`|`233981`|`100892`|`2.32`|`119230`|`114751`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201508`|`373671`|`162291`|`2.3`|`186530`|`187141`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201508`|`399080`|`167399`|`2.38`|`195833`|`203247`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201508`|`504333`|`243140`|`2.07`|`254676`|`249657`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201508`|`441104`|`168306`|`2.62`|`212038`|`229066`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201508`|`566708`|`229712`|`2.47`|`271588`|`295120`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201508`|`655200`|`250818`|`2.61`|`319663`|`335537`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201508`|`456653`|`176386`|`2.59`|`227292`|`229361`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201509`|`150167`|`68458`|`2.19`|`74117`|`76050`|`2018-01-05 16:52:25`
`중구`|`11140`|`201509`|`122071`|`55858`|`2.19`|`60744`|`61327`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201509`|`224812`|`100320`|`2.24`|`109305`|`115507`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201509`|`293219`|`122838`|`2.39`|`145551`|`147668`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201509`|`356045`|`154297`|`2.31`|`174597`|`181448`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201509`|`354631`|`154344`|`2.3`|`177469`|`177162`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201509`|`409672`|`171508`|`2.39`|`204010`|`205662`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201509`|`454716`|`185887`|`2.45`|`222769`|`231947`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201509`|`326491`|`136393`|`2.39`|`160588`|`165903`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201509`|`348274`|`133912`|`2.6`|`171420`|`176854`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201509`|`571716`|`215644`|`2.65`|`278457`|`293259`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201509`|`491769`|`197401`|`2.49`|`239921`|`251848`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201509`|`300685`|`128799`|`2.33`|`146417`|`154268`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201509`|`383164`|`166501`|`2.3`|`184410`|`198754`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201509`|`480245`|`175605`|`2.73`|`237679`|`242566`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201509`|`583091`|`233224`|`2.5`|`284960`|`298131`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201509`|`419426`|`168680`|`2.49`|`208991`|`210435`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201509`|`233609`|`100770`|`2.32`|`119026`|`114583`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201509`|`373242`|`162140`|`2.3`|`186297`|`186945`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201509`|`397966`|`167020`|`2.38`|`195267`|`202699`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201509`|`503880`|`243049`|`2.07`|`254379`|`249501`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201509`|`440964`|`168360`|`2.62`|`211985`|`228979`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201509`|`566049`|`229525`|`2.47`|`271326`|`294723`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201509`|`654742`|`250842`|`2.61`|`319484`|`335258`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201509`|`455945`|`176335`|`2.59`|`226895`|`229050`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201510`|`150081`|`68472`|`2.19`|`74046`|`76035`|`2018-01-05 16:52:25`
`중구`|`11140`|`201510`|`122045`|`55913`|`2.18`|`60735`|`61310`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201510`|`224353`|`100139`|`2.24`|`109129`|`115224`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201510`|`292908`|`122731`|`2.39`|`145378`|`147530`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201510`|`355733`|`154262`|`2.31`|`174460`|`181273`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201510`|`354342`|`154365`|`2.3`|`177258`|`177084`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201510`|`408978`|`171422`|`2.39`|`203674`|`205304`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201510`|`453875`|`185540`|`2.45`|`222286`|`231589`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201510`|`326014`|`136390`|`2.39`|`160377`|`165637`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201510`|`347861`|`133756`|`2.6`|`171149`|`176712`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201510`|`571092`|`215586`|`2.65`|`278171`|`292921`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201510`|`491537`|`197452`|`2.49`|`239736`|`251801`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201510`|`300444`|`128751`|`2.33`|`146370`|`154074`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201510`|`382805`|`166481`|`2.3`|`184113`|`198692`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201510`|`480019`|`175585`|`2.73`|`237533`|`242486`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201510`|`582919`|`233549`|`2.5`|`284748`|`298171`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201510`|`418883`|`168632`|`2.48`|`208653`|`210230`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201510`|`233157`|`100708`|`2.32`|`118819`|`114338`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201510`|`372458`|`161919`|`2.3`|`185959`|`186499`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201510`|`396805`|`166622`|`2.38`|`194671`|`202134`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201510`|`503347`|`243063`|`2.07`|`254129`|`249218`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201510`|`440990`|`168451`|`2.62`|`211975`|`229015`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201510`|`566780`|`229755`|`2.47`|`271670`|`295110`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201510`|`653903`|`250655`|`2.61`|`319062`|`334841`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201510`|`454823`|`176041`|`2.58`|`226324`|`228499`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201511`|`149986`|`68378`|`2.19`|`74025`|`75961`|`2018-01-05 16:52:25`
`중구`|`11140`|`201511`|`121847`|`55855`|`2.18`|`60609`|`61238`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201511`|`224172`|`100138`|`2.24`|`109081`|`115091`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201511`|`292489`|`122626`|`2.39`|`145175`|`147314`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201511`|`355490`|`154173`|`2.31`|`174317`|`181173`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201511`|`353888`|`154258`|`2.29`|`177080`|`176808`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201511`|`408715`|`171565`|`2.38`|`203547`|`205168`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201511`|`452927`|`185227`|`2.45`|`221785`|`231142`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201511`|`325543`|`136318`|`2.39`|`160164`|`165379`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201511`|`347393`|`133671`|`2.6`|`170969`|`176424`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201511`|`570246`|`215390`|`2.65`|`277753`|`292493`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201511`|`490760`|`197365`|`2.49`|`239327`|`251433`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201511`|`303530`|`129820`|`2.34`|`147840`|`155690`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201511`|`381708`|`166207`|`2.3`|`183538`|`198170`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201511`|`480062`|`175693`|`2.73`|`237588`|`242474`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201511`|`582655`|`233621`|`2.49`|`284608`|`298047`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201511`|`418457`|`168586`|`2.48`|`208345`|`210112`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201511`|`232766`|`100611`|`2.31`|`118623`|`114143`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201511`|`371841`|`161934`|`2.3`|`185662`|`186179`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201511`|`395974`|`166345`|`2.38`|`194196`|`201778`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201511`|`502493`|`242831`|`2.07`|`253594`|`248899`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201511`|`440325`|`168235`|`2.62`|`211624`|`228701`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201511`|`566573`|`229582`|`2.47`|`271535`|`295038`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201511`|`653059`|`250467`|`2.61`|`318582`|`334477`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201511`|`453689`|`175760`|`2.58`|`225830`|`227859`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201512`|`149625`|`68218`|`2.19`|`73830`|`75795`|`2018-01-05 16:52:25`
`중구`|`11140`|`201512`|`121521`|`55723`|`2.18`|`60442`|`61079`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201512`|`223790`|`100027`|`2.24`|`108841`|`114949`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201512`|`291907`|`122472`|`2.38`|`144862`|`147045`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201512`|`354934`|`153853`|`2.31`|`173942`|`180992`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201512`|`353315`|`154191`|`2.29`|`176758`|`176557`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201512`|`408060`|`171434`|`2.38`|`203174`|`204886`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201512`|`451763`|`184842`|`2.44`|`221206`|`230557`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201512`|`325045`|`136234`|`2.39`|`159903`|`165142`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201512`|`346998`|`133587`|`2.6`|`170787`|`176211`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201512`|`568851`|`215184`|`2.64`|`277008`|`291843`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201512`|`489924`|`197162`|`2.48`|`238825`|`251099`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201512`|`305903`|`130733`|`2.34`|`148952`|`156951`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201512`|`380597`|`165877`|`2.29`|`182945`|`197652`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201512`|`479449`|`175497`|`2.73`|`237221`|`242228`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201512`|`582425`|`233805`|`2.49`|`284452`|`297973`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201512`|`417675`|`168547`|`2.48`|`207930`|`209745`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201512`|`232292`|`100475`|`2.31`|`118324`|`113968`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201512`|`371242`|`161875`|`2.29`|`185370`|`185872`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201512`|`395201`|`166105`|`2.38`|`193750`|`201451`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201512`|`501957`|`242809`|`2.07`|`253275`|`248682`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201512`|`439714`|`168010`|`2.62`|`211262`|`228452`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201512`|`565646`|`229227`|`2.47`|`271028`|`294618`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201512`|`651722`|`250035`|`2.61`|`317840`|`333882`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201512`|`452441`|`175482`|`2.58`|`225243`|`227198`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201601`|`149482`|`68172`|`2.19`|`73738`|`75744`|`2018-01-05 16:52:25`
`중구`|`11140`|`201601`|`121398`|`55695`|`2.18`|`60388`|`61010`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201601`|`223525`|`99959`|`2.24`|`108691`|`114834`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201601`|`291721`|`122400`|`2.38`|`144675`|`147046`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201601`|`354686`|`153791`|`2.31`|`173699`|`180987`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201601`|`353206`|`154182`|`2.29`|`176694`|`176512`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201601`|`408020`|`171543`|`2.38`|`203184`|`204836`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201601`|`451349`|`184673`|`2.44`|`220890`|`230459`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201601`|`324753`|`136253`|`2.38`|`159735`|`165018`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201601`|`346839`|`133545`|`2.6`|`170693`|`176146`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201601`|`568094`|`215076`|`2.64`|`276599`|`291495`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201601`|`489650`|`197123`|`2.48`|`238645`|`251005`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201601`|`307120`|`131190`|`2.34`|`149534`|`157586`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201601`|`380239`|`165834`|`2.29`|`182681`|`197558`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201601`|`479148`|`175386`|`2.73`|`237085`|`242063`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201601`|`583116`|`234267`|`2.49`|`284672`|`298444`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201601`|`417564`|`168698`|`2.48`|`207800`|`209764`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201601`|`232201`|`100571`|`2.31`|`118222`|`113979`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201601`|`371333`|`162122`|`2.29`|`185426`|`185907`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201601`|`395167`|`166232`|`2.38`|`193713`|`201454`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201601`|`502454`|`243420`|`2.06`|`253401`|`249053`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201601`|`439392`|`167899`|`2.62`|`211088`|`228304`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201601`|`565242`|`229026`|`2.47`|`270739`|`294503`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201601`|`651320`|`249954`|`2.61`|`317607`|`333713`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201601`|`451605`|`175246`|`2.58`|`224798`|`226807`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201602`|`149588`|`68302`|`2.19`|`73815`|`75773`|`2018-01-05 16:52:25`
`중구`|`11140`|`201602`|`121369`|`55693`|`2.18`|`60343`|`61026`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201602`|`223319`|`99908`|`2.24`|`108564`|`114755`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201602`|`291571`|`122444`|`2.38`|`144549`|`147022`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201602`|`354747`|`154060`|`2.3`|`173642`|`181105`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201602`|`353068`|`154504`|`2.29`|`176599`|`176469`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201602`|`407899`|`171712`|`2.38`|`203136`|`204763`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201602`|`451253`|`184922`|`2.44`|`220808`|`230445`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201602`|`324539`|`136359`|`2.38`|`159587`|`164952`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201602`|`346546`|`133475`|`2.6`|`170516`|`176030`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201602`|`568163`|`215373`|`2.64`|`276673`|`291490`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201602`|`489121`|`197094`|`2.48`|`238405`|`250716`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201602`|`308556`|`131822`|`2.34`|`150135`|`158421`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201602`|`380211`|`166130`|`2.29`|`182612`|`197599`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201602`|`478648`|`175286`|`2.73`|`236808`|`241840`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201602`|`583572`|`234770`|`2.49`|`284831`|`298741`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201602`|`417436`|`169011`|`2.47`|`207770`|`209666`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201602`|`231985`|`100605`|`2.31`|`118085`|`113900`|`2018-01-05 16:52:25`
